AS_cluster_name	name	bin	length	contig_edge	completeness	contamination	N50	size	P_final	C_final	O_final	F_final	G_final	S_final	P_gtdb	C_gtdb	O_gtdb	F_gtdb	G_gtdb	S_gtdb	phylum	class	order	family	genus	species	final_product	coverage	distance
c00200_contig_...region001_1	contig_36535:1.0-29830.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	26734	True	NA	NA	NA	NA	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	T3PKS	4.43694955964772	849
c01050_contig_...region001	contig_31003:1.0-66162.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	10840	False	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	not classified	not classified	bacteriocin	7.49475323575662	593
c00459_contig_...region001	contig_30269:1.0-7760.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	7769	True	NA	NA	NA	NA	Bacteroidota	Bacteroidia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Bacteroidota	Bacteroidia	not classified	not classified	not classified	not classified	arylpolyene	16.0601106963573	1057
c00258_contig_...region001	contig_45938:1.0-111335.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.108	10216	False	53.1	0	55815	3582294	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Nodosilinea	not classified	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Nodosilinea	not classified	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Nodosilinea	not classified	bacteriocin	7.65973675807997	503
c00179_contig_...region001	contig_53055:1.0-52730.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	27965	True	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	T3PKS	13.1222637582858	1137
c00438_contig_...region001	contig_14474:1.0-358323.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	41734	False	NA	NA	NA	NA	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17	not classified	NRPS-like	9.93183349012753	1309
c00411_contig_...region001	contig_12442:1.0-68060.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	41221	False	NA	NA	NA	NA	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Palsa-1392	Palsa-1392 sp003169975	not classified	not classified	not classified	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Palsa-1392	Palsa-1392 sp003169975	ladderane	22.1673837209302	1354
c01513_contig_...region001_1	contig_59091:1.0-3809.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	3817	True	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	NRPS-like	8.14959392192822	453
c01451_contig_...region001_2	contig_3146:1.0-158167.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.62	20713	True	77.17	3.738	489550	3803287	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herminiimonas	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herminiimonas	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	arylpolyene	7.92551928783383	1348
c00319_contig_...region001	contig_27526:1.0-80782.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20696	False	NA	NA	NA	NA	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	not classified	terpene	8.35214109558329	645
c00852_contig_...region001_1	contig_2841:1.0-160441.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.45	20935	False	73.15	8.969	103658	5819485	Chloroflexota	Anaerolineae	Anaerolineales	envOPS12	UBA12294	not classified	Chloroflexota	Anaerolineae	Anaerolineales	envOPS12	UBA12294	not classified	Chloroflexota	Anaerolineae	Anaerolineales	envOPS12	not classified	not classified	terpene	14.0315833949509	1038
c00770_contig_...region001	contig_46622:4.0-62142.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40418	True	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	not classified	T3PKS	9.82767148043054	1092
c00854_contig_...region001	contig_37351:1.0-37657.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	36675	True	NA	NA	NA	NA	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	not classified	not classified	arylpolyene	5.3164905590424	1578
c01027_contig_...region001	contig_58527:1.0-93710.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	10747	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	not classified	not classified	bacteriocin	6.54503090721452	677
c00077_contig_...region001_2	contig_14106:1.0-99792.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40732	False	NA	NA	NA	NA	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Palsa-1392	Palsa-1392 sp003169975	not classified	not classified	not classified	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Palsa-1392	Palsa-1392 sp003169975	ladderane	55.6576196441994	1592
c01043_contig_...region001	contig_56369:1.0-107126.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20960	False	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	not classified	terpene	6.78199477026522	694
c01068_contig_...region001	contig_37650:1.0-49265.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20678	False	NA	NA	NA	NA	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	not classified	not classified	terpene	8.80745454179336	985
c00220_contig_...region001	contig_6398:1.0-119282.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21171	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	terpene	7.16083094460369	828
c00048_contig_...region001	contig_57426:1.0-87113.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	17574	True	NA	NA	NA	NA	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis	Phormidesmis priestleyiA	not classified	not classified	not classified	not classified	not classified	not classified	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis	Phormidesmis priestleyiA	terpene	8.31311804873593	996
c00909_contig_...region001_1	contig_19007:1.0-163750.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.12	49211	True	71.87	1.798	436639	4902274	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	not classified	not classified	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	not classified	not classified	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	not classified	not classified	NRPS	7.526184979197	1447
c01502_contig_...region001	contig_4759:1.0-62609.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	29533	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	NRPS	77.8330979545851	1185
c00897_contig_...region001	contig_21046:1.0-61782.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	39073	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	arylpolyene	12.7192263642669	1172
c01059_contig_...region001	contig_28751:1.0-137155.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	10882	False	NA	NA	NA	NA	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	not classified	not classified	bacteriocin	6.89787335225668	450
c00519_contig_...region001	contig_25089:1.0-33965.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	12972	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Delftia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Delftia	not classified	terpene	19.9860404972522	499
c00712_contig_...region001	contig_1277:1.0-147110.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	41140	False	NA	NA	NA	NA	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	not classified	not classified	NRPS-like	5.69523803067077	1428
c00752_contig_...region001	contig_6954:1.0-83188.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20780	False	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	terpene	14.8527043868395	610
c00363_contig_...region001	contig_12393:1.0-64025.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	24521	False	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	Mycobacteriales	Pseudonocardiaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	Mycobacteriales	Pseudonocardiaceae	not classified	not classified	lanthipeptide	38.9275511637709	781
c00225_contig_...region001	contig_18228:1.0-59619.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	22991	False	NA	NA	NA	NA	Actinobacteriota	Thermoleophilia	Solirubrobacterales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	not classified	not classified	not classified	terpene	11.6473632372335	793
c01628_contig_...region001	contig_339:1.0-285132.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	23375	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	terpene	139.231295986269	1154
c00660_contig_...region001	contig_48882:1.0-137825.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.20	58332	False	58.04	9.27	86669	3670327	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	not classified	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	not classified	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	not classified	NRPS_PKS_hybrid	6.54723655976338	2206
c00178_contig_...region001	contig_2225:1.0-497206.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20759	False	NA	NA	NA	NA	Verrucomicrobiota	Verrucomicrobiae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	not classified	not classified	not classified	not classified	terpene	8.61807190594975	817
c00114_contig_...region001	contig_5532:1.0-84184.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	57341	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	not classified	not classified	not classified	not classified	NRPS	9.51587889912575	1881
c00907_contig_...region001	contig_352:1.0-39880.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	28854	True	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloceanibacter	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloceanibacter	not classified	T3PKS	10.5651771130452	1249
c00617_contig_...region001	contig_6819:1.0-232361.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.89	28500	False	80.78	0.862	271599	2449128	Actinobacteriota	Thermoleophilia	Solirubrobacterales	70-9	RSA11	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	70-9	RSA11	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	70-9	not classified	not classified	betalactone	11.5892495930804	1301
c00133_contig_...region001	contig_530:1.0-9027.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	9083	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	NRPS	4.97016404271716	334
c01680_contig_...region002	contig_24026:1.0-339665.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.62	25585	False	77.17	3.738	489550	3803287	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herminiimonas	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herminiimonas	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	terpene	6.65917688868509	975
c00934_contig_...region002	contig_9172:1.0-544876.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	39692	True	NA	NA	NA	NA	Actinobacteriota	Thermoleophilia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Thermoleophilia	not classified	not classified	not classified	not classified	other	19.3251387060459	1510
c00872_contig_...region001_1	contig_10941:1.0-507157.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20875	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	not classified	not classified	terpene	18.5465432910057	1058
c00849_contig_...region001	contig_9080:1.0-113346.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	107360	True	NA	NA	NA	NA	Bacteroidota	Bacteroidia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Bacteroidota	Bacteroidia	not classified	not classified	not classified	not classified	NRPS	10.2449794584088	1087
c00222_contig_...region001_3	contig_34384:1.0-84399.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	56096	True	NA	NA	NA	NA	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	not classified	not classified	PKS_hybrid	7.92639926363862	2010
c00898_contig_...region001	contig_30827:1.0-314965.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.88	40570	False	50.4	0.854	197683	3500606	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	not classified	not classified	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	not classified	not classified	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	not classified	not classified	arylpolyene	6.57486281765422	1469
c00103_contig_...region001	contig_3641:1.0-246940.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	10699	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	not classified	not classified	bacteriocin	16.1890896000518	440
c00182_contig_...region001_1	contig_32129:1.0-54892.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	30399	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	not classified	not classified	lassopeptide	4.3391995044725	1006
c01051_contig_...region001	contig_23261:1.0-47372.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	37371	True	NA	NA	NA	NA	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	T2PKS	6.48836576119966	1474
c01823_contig_...region001	contig_13959:1.0-152604.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40336	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Burkholderiales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	not classified	not classified	not classified	arylpolyene	6.59607771284984	1800
c00087_contig_...region001_1	contig_14116:1.0-102641.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20582	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	terpene	5.48719345518925	857
c00007_contig_...region001	contig_3414:17759.0-71357.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	45806	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	NRPS	14.8269573946018	963
c00666_contig_...region001	contig_6023:1.0-188840.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	39549	False	NA	NA	NA	NA	Actinobacteriota	Thermoleophilia	20CM-4-69-9	20CM-4-69-9	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Thermoleophilia	20CM-4-69-9	20CM-4-69-9	not classified	not classified	RiPP_hybrid	17.3420678802089	1665
c00718_contig_...region001_1	contig_10772:1.0-152605.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	23475	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	lassopeptide	33.4657029793636	1493
c00741_contig_...region001	contig_44170:1.0-51185.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	35101	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	not classified	not classified	arylpolyene	4.8937698281399	1339
c01791_contig_...region001	contig_5728:1.0-1193352.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40906	False	NA	NA	NA	NA	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17	not classified	NRPS-like	10.1232948460704	1831
c00116_contig_...region001	contig_24483:1.0-77183.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	48382	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	terpene_hybrid	54.6369960433422	1567
c00169_contig_...region001	contig_6342:1.0-82461.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.88	25309	True	50.4	0.854	197683	3500606	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	not classified	not classified	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	not classified	not classified	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	not classified	not classified	resorcinol	6.56961038337892	955
c00461_contig_...region001	contig_14499:1.0-40240.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40407	True	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	NRPS	7.09567649169698	1671
c01351_contig_...region001	contig_13445:1.0-78078.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21381	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	not classified	not classified	T3PKS	14.8893066799678	1365
c01273_contig_...region001	contig_19406:1.0-313070.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.15	40714	False	59.37	5.344	123314	3200494	Bacteroidota	Ignavibacteria	SJA-28	B-1AR	UBA2330	not classified	Bacteroidota	Ignavibacteria	SJA-28	B-1AR	UBA2330	not classified	Bacteroidota	Ignavibacteria	SJA-28	B-1AR	not classified	not classified	T3PKS	7.26324603270437	1845
c01234_contig_...region001_1	contig_13310:1.0-77978.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	22246	False	NA	NA	NA	NA	Actinobacteriota	Acidimicrobiia	UBA5794	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Acidimicrobiia	UBA5794	not classified	not classified	not classified	lassopeptide	36.9448098479808	1248
c01494_contig_...region001	contig_17582:1.0-67278.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.17	52771	False	85.8	0.396	130473	4600391	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens_B	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens_B	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	not classified	NRPS_like_hybrid	15.4261524546654	788
c01116_contig_...region001	contig_736:1.0-188349.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	50068	True	NA	NA	NA	NA	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	not classified	not classified	NRPS	32.0314721307212	1541
c01156_contig_...region001	contig_56521:1.0-38427.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	38717	True	NA	NA	NA	NA	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostoc	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostoc	not classified	hglE-KS	11.114678306687	1452
c00078_contig_...region001_1	contig_43315:1.0-85318.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	37816	True	NA	NA	NA	NA	Planctomycetota	UBA11346	UBA11346	UBA11346	BOG-1363	BOG-1363 sp003136555	not classified	not classified	not classified	not classified	not classified	not classified	Planctomycetota	UBA11346	UBA11346	UBA11346	BOG-1363	BOG-1363 sp003136555	arylpolyene	9.9004707778933	504
c01816_contig_...region001	contig_48:1.0-461107.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.7	41029	False	83.8	3.504	256043	3894299	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhizobacter	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhizobacter	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	other_hybrid	43.4387500543266	1671
c01553_contig_...region001	contig_21739:2711.0-23011.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20393	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Delftia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Delftia	not classified	resorcinol	16.2605796106507	749
c01059_contig_...region001_2	contig_25935:1.0-182820.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20567	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	hserlactone	7.94530836655994	882
c01746_contig_...region001	contig_45443:1.0-115859.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.20	21537	False	58.04	9.27	86669	3670327	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	not classified	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	not classified	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	not classified	terpene	6.83616069149751	966
c01003_contig_...region001_1	contig_17035:1.0-29675.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	29780	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	NRPS_PKS_hybrid	32.9132639355272	1134
c00050_contig_...region001	contig_50478:1.0-94245.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	59126	False	NA	NA	NA	NA	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	NRPS	5.93273078588096	1616
