Mag ID,Completeness,Contamination,GUNC Quality,MIMAG,Drep_95,Sample,Nr contigs,Quality,N50,L50
sample8_SemiBin_42,83.66,2.72,Medium quality,F,T,sample8,30,Medium quality,350617,6
sample8_SemiBin_45,83.56,8.45,Medium quality,F,F,sample8,33,Medium quality,223805,6
sample8_SemiBin_46,75.68,0.67,Medium quality,F,F,sample8,11,Medium quality,585713,4
sample8_SemiBin_481,50.2,4,Medium quality,F,F,sample8,57,Medium quality,93303,16
sample8_SemiBin_49,83.59,8.17,Medium quality,F,T,sample8,27,Medium quality,349563,6
sample8_SemiBin_4,99.35,0,High quality,T,F,sample8,7,HQ-MIMAG,481519,3
sample8_SemiBin_50,72.11,0.7,Medium quality,F,T,sample8,9,Medium quality,347284,2
sample8_SemiBin_51,70.51,1.01,Medium quality,F,F,sample8,23,Medium quality,216209,8
sample8_SemiBin_54,83.31,9.83,Medium quality,F,F,sample8,41,Medium quality,450861,5
sample8_SemiBin_557,56.76,9.54,Medium quality,F,T,sample8,32,Medium quality,51743,11
sample8_SemiBin_55,78.08,0.72,Medium quality,F,F,sample8,12,Medium quality,303155,5
sample8_SemiBin_60,79.64,1.57,Medium quality,F,F,sample8,14,Medium quality,476903,3
sample8_SemiBin_63,75.78,0.78,Medium quality,F,F,sample8,16,Medium quality,582053,5
sample8_SemiBin_65,72.48,1.52,Medium quality,F,F,sample8,36,Medium quality,83559,10
sample8_SemiBin_67,56.41,0.91,Medium quality,F,F,sample8,15,Medium quality,537636,3
sample8_SemiBin_68,55.3,1.93,Medium quality,F,T,sample8,26,Medium quality,237128,7
sample8_SemiBin_69,82.28,2.07,Medium quality,F,T,sample8,12,Medium quality,640325,3
sample8_SemiBin_6,87.85,8.39,Medium quality,F,F,sample8,31,Medium quality,279536,6
sample8_SemiBin_73,71.63,3.2,Medium quality,F,F,sample8,25,Medium quality,316533,5
sample8_SemiBin_74,71.64,0.15,Medium quality,F,F,sample8,11,Medium quality,466757,3
sample8_SemiBin_75,69.13,1.29,Medium quality,F,F,sample8,28,Medium quality,239636,7
sample8_SemiBin_76,63.87,0.56,Medium quality,F,F,sample8,45,Medium quality,101376,13
sample8_SemiBin_79,55.38,0.84,Medium quality,F,T,sample8,24,Medium quality,114749,8
sample8_SemiBin_81,81.32,2.04,Medium quality,F,F,sample8,20,Medium quality,240270,6
sample8_SemiBin_82,57.59,0.66,Medium quality,F,T,sample8,21,Medium quality,353292,6
sample8_SemiBin_8,96.63,0.73,High quality,T,T,sample8,10,HQ-MIMAG,529334,4
sample8_SemiBin_92,94.04,0.16,High quality,T,F,sample8,6,HQ-MIMAG,766110,2
sample8_SemiBin_99,63.73,4.76,Medium quality,F,T,sample8,33,Medium quality,168323,9
sample8_SemiBin_9,98.37,0.94,High quality,T,T,sample8,9,HQ-MIMAG,1289624,2
sample9_SemiBin_100,96.87,2.31,High quality,F,T,sample9,8,High quality,399133,3
sample9_SemiBin_122,74.3,4.46,Medium quality,F,F,sample9,25,Medium quality,325826,7
sample9_SemiBin_136,54.18,2.47,Medium quality,F,T,sample9,11,Medium quality,234152,4
sample9_SemiBin_13,94.79,6.93,Medium quality,F,F,sample9,23,Medium quality,418043,4
sample9_SemiBin_1480,59.6,8.18,Medium quality,F,F,sample9,30,Medium quality,125974,11
sample9_SemiBin_152,60.04,1.59,Medium quality,F,T,sample9,20,Medium quality,335132,6
sample9_SemiBin_15,88.31,2.24,Medium quality,F,F,sample9,29,Medium quality,267267,8
sample9_SemiBin_161,83.71,4.26,Medium quality,F,T,sample9,44,Medium quality,129420,12
sample9_SemiBin_16,96.98,2.83,High quality,T,F,sample9,23,HQ-MIMAG,305025,7
sample9_SemiBin_17,90.39,3.24,High quality,T,F,sample9,8,HQ-MIMAG,620259,3
sample9_SemiBin_189,60.17,0.96,Medium quality,F,F,sample9,11,Medium quality,265905,4
sample9_SemiBin_195,51.56,3.78,Medium quality,F,T,sample9,21,Medium quality,185838,6
sample9_SemiBin_1,96.67,3.15,High quality,T,F,sample9,21,HQ-MIMAG,318586,4
sample9_SemiBin_244,96.41,0.19,High quality,F,F,sample9,7,High quality,332870,3
sample9_SemiBin_273,70.76,4.78,Medium quality,F,F,sample9,11,Medium quality,314755,3
sample9_SemiBin_279,57.78,3.49,Medium quality,F,T,sample9,38,Medium quality,196302,11
sample9_SemiBin_285,74.65,2.04,Medium quality,F,F,sample9,6,Medium quality,217365,3
sample9_SemiBin_28,89.69,0.05,Medium quality,F,T,sample9,14,Medium quality,567978,5
sample9_SemiBin_30,88.35,8.97,Medium quality,F,F,sample9,179,Medium quality,156198,23
sample9_SemiBin_33,90.74,2.49,High quality,T,T,sample9,13,HQ-MIMAG,211283,5
sample9_SemiBin_34,90.77,4.47,High quality,T,F,sample9,17,HQ-MIMAG,355261,5
sample9_SemiBin_35,74.47,2.8,Medium quality,F,F,sample9,15,Medium quality,208117,5
sample9_SemiBin_36,75.24,2.04,Medium quality,F,T,sample9,19,Medium quality,283276,5
sample9_SemiBin_37,80.27,3.23,Medium quality,F,F,sample9,15,Medium quality,371803,4
sample9_SemiBin_40,59.1,1.75,Medium quality,F,T,sample9,59,Medium quality,75477,15
sample9_SemiBin_43,83.1,0.03,Medium quality,F,T,sample9,15,Medium quality,270009,4
sample9_SemiBin_44,71.39,8.35,Medium quality,F,F,sample9,49,Medium quality,161887,14
sample9_SemiBin_50,69.29,0.06,Medium quality,F,F,sample9,13,Medium quality,597113,4
sample9_SemiBin_521,54.62,2.1,Medium quality,F,F,sample9,14,Medium quality,97185,5
sample9_SemiBin_53,77.45,2.19,Medium quality,F,T,sample9,21,Medium quality,220806,6
sample9_SemiBin_56,63.18,9.84,Medium quality,F,T,sample9,69,Medium quality,84165,17
sample9_SemiBin_58,69.17,0.91,Medium quality,F,F,sample9,10,Medium quality,222599,3
sample9_SemiBin_59,100,1.21,High quality,T,F,sample9,5,HQ-MIMAG,872328,2
sample9_SemiBin_62,61.62,5.39,Medium quality,F,T,sample9,94,Medium quality,92479,24
sample9_SemiBin_66,92.64,0.24,High quality,T,T,sample9,4,HQ-MIMAG,928345,1
sample9_SemiBin_68,66.91,2.16,Medium quality,F,T,sample9,49,Medium quality,155945,12
sample9_SemiBin_70,61.81,1.87,Medium quality,F,F,sample9,11,Medium quality,255894,4
sample9_SemiBin_71,69.78,6.22,Medium quality,F,T,sample9,16,Medium quality,273700,5
sample9_SemiBin_79,77.72,3.4,Medium quality,F,F,sample9,35,Medium quality,219103,8
sample9_SemiBin_7,92.8,0.95,High quality,F,F,sample9,11,High quality,538547,3
sample9_SemiBin_80,60.67,2.44,Medium quality,F,F,sample9,30,Medium quality,88356,8
sample9_SemiBin_85,81.82,2.2,Medium quality,F,F,sample9,19,Medium quality,228049,5
sample9_SemiBin_86,50.22,4.3,Medium quality,F,T,sample9,43,Medium quality,86427,13
sample9_SemiBin_90,71.75,0.85,Medium quality,F,T,sample9,7,Medium quality,96924,3
sample9_SemiBin_94,58.68,2.61,Medium quality,F,F,sample9,33,Medium quality,193730,10
sample9_SemiBin_98,57.53,2.48,Medium quality,F,T,sample9,50,Medium quality,93650,13
snj01_SemiBin_0,98.57,0.54,High quality,T,F,snj01,10,HQ-MIMAG,491098,3
snj01_SemiBin_100,58.99,0.03,Medium quality,F,F,snj01,5,Medium quality,449132,2
snj01_SemiBin_104,62.31,1.4,Medium quality,F,F,snj01,48,Medium quality,79398,12
snj01_SemiBin_106,65.81,8.9,Medium quality,F,F,snj01,80,Medium quality,93039,22
snj01_SemiBin_109,55.58,4.11,Medium quality,F,T,snj01,50,Medium quality,94592,13
snj01_SemiBin_10,91.69,3.79,High quality,F,T,snj01,15,High quality,234193,5
snj01_SemiBin_110,55.19,2.92,Medium quality,F,T,snj01,8,Medium quality,321310,3
snj01_SemiBin_112,70.8,0.42,Medium quality,F,F,snj01,21,Medium quality,425078,4
snj01_SemiBin_118,55.36,0.48,Medium quality,F,F,snj01,12,Medium quality,547595,3
snj01_SemiBin_11,75.04,2.86,Medium quality,F,F,snj01,19,Medium quality,490071,3
snj01_SemiBin_122,50.11,1.39,Medium quality,F,T,snj01,10,Medium quality,281463,3
snj01_SemiBin_123,55.02,2.33,Medium quality,F,T,snj01,14,Medium quality,201795,3
snj01_SemiBin_12,75.07,0.57,Medium quality,F,T,snj01,24,Medium quality,262326,6
snj01_SemiBin_1368,56.27,7.54,Medium quality,F,T,snj01,34,Medium quality,27014,13
snj01_SemiBin_13,87.69,3.74,Medium quality,F,T,snj01,21,Medium quality,418710,3
snj01_SemiBin_140,52.76,3.79,Medium quality,F,T,snj01,8,Medium quality,403663,3
snj01_SemiBin_1410,50.6,8.12,Medium quality,F,T,snj01,80,Medium quality,51107,25
snj01_SemiBin_1430,52.85,9.31,Medium quality,F,T,snj01,77,Medium quality,64104,24
snj01_SemiBin_145,60.36,2.68,Medium quality,F,T,snj01,25,Medium quality,171252,8
snj01_SemiBin_146,53.91,2.74,Medium quality,F,F,snj01,12,Medium quality,385365,4
snj01_SemiBin_148,64.76,2.17,Medium quality,F,T,snj01,36,Medium quality,117746,11
snj01_SemiBin_149,52.48,0.94,Medium quality,F,T,snj01,42,Medium quality,181122,11
snj01_SemiBin_150,60.66,1.34,Medium quality,F,F,snj01,14,Medium quality,351079,5
snj01_SemiBin_15,92.5,0.89,High quality,T,T,snj01,9,HQ-MIMAG,500035,3
snj01_SemiBin_16,87.96,3.55,Medium quality,F,T,snj01,30,Medium quality,213419,9
snj01_SemiBin_174,54.16,8.47,Medium quality,F,T,snj01,38,Medium quality,185925,11
snj01_SemiBin_17,95.56,0.68,High quality,F,T,snj01,5,High quality,1146701,2
snj01_SemiBin_184,60.02,2.24,Medium quality,F,T,snj01,17,Medium quality,335655,5
snj01_SemiBin_186,69.46,0.46,Medium quality,F,F,snj01,24,Medium quality,270332,6
snj01_SemiBin_18,87.91,7.49,Medium quality,F,T,snj01,31,Medium quality,214671,7
snj01_SemiBin_19,83.33,5.12,Medium quality,F,F,snj01,16,Medium quality,260109,4
snj01_SemiBin_1,95.47,0.61,High quality,T,T,snj01,4,HQ-MIMAG,3084731,1
snj01_SemiBin_200,68.79,0.1,Medium quality,F,T,snj01,12,Medium quality,269372,4
snj01_SemiBin_204,51.16,3.54,Medium quality,F,T,snj01,14,Medium quality,171419,4
snj01_SemiBin_20,83.9,8.81,Medium quality,F,F,snj01,18,Medium quality,399597,4
snj01_SemiBin_21,66.46,5.04,Medium quality,F,T,snj01,23,Medium quality,313623,5
snj01_SemiBin_22,74.97,0.83,Medium quality,F,F,snj01,45,Medium quality,160538,9
snj01_SemiBin_23,78.22,3.54,Medium quality,F,F,snj01,10,Medium quality,900839,2
snj01_SemiBin_241,63.37,3.85,Medium quality,F,T,snj01,28,Medium quality,198622,5
snj01_SemiBin_24,82.09,3.86,Medium quality,F,T,snj01,14,Medium quality,422080,3
snj01_SemiBin_25,73.92,2.56,Medium quality,F,T,snj01,7,Medium quality,747629,2
snj01_SemiBin_26,85.95,8.71,Medium quality,F,T,snj01,40,Medium quality,434674,7
snj01_SemiBin_27,81.71,6.26,Medium quality,F,F,snj01,21,Medium quality,363992,5
snj01_SemiBin_28,89.93,2.74,Medium quality,F,T,snj01,37,Medium quality,187979,10
snj01_SemiBin_29,79.77,3.42,Medium quality,F,F,snj01,24,Medium quality,500088,4
snj01_SemiBin_2,99.49,0.05,High quality,F,T,snj01,3,High quality,3017375,1
snj01_SemiBin_30,72.44,3.69,Medium quality,F,F,snj01,17,Medium quality,290151,4
snj01_SemiBin_31,84.35,4.35,Medium quality,F,T,snj01,20,Medium quality,348405,5
snj01_SemiBin_32,70.5,1.78,Medium quality,F,T,snj01,24,Medium quality,303516,5
snj01_SemiBin_33,75.6,1.21,Medium quality,F,T,snj01,25,Medium quality,242379,7
snj01_SemiBin_34,79.16,2.75,Medium quality,F,T,snj01,27,Medium quality,185446,8
snj01_SemiBin_35,72.03,3.55,Medium quality,F,T,snj01,9,Medium quality,260377,3
snj01_SemiBin_36,89.21,1.42,Medium quality,F,T,snj01,7,Medium quality,1867290,2
snj01_SemiBin_37,68.61,5.6,Medium quality,F,T,snj01,31,Medium quality,150947,10
snj01_SemiBin_38,73.82,6.61,Medium quality,F,T,snj01,32,Medium quality,358649,8
snj01_SemiBin_39,70.01,0.05,Medium quality,F,T,snj01,57,Medium quality,145380,14
snj01_SemiBin_3,100,0.86,High quality,T,T,snj01,6,HQ-MIMAG,1298815,2
snj01_SemiBin_40,67.9,1.14,Medium quality,F,T,snj01,49,Medium quality,94815,12
snj01_SemiBin_410,53.27,0.33,Medium quality,F,T,snj01,9,Medium quality,135199,2
snj01_SemiBin_41,59.51,2.46,Medium quality,F,T,snj01,44,Medium quality,103916,13
snj01_SemiBin_42,56.81,3.03,Medium quality,F,T,snj01,24,Medium quality,318987,5
snj01_SemiBin_43,51.71,2.69,Medium quality,F,T,snj01,48,Medium quality,75644,12
snj01_SemiBin_45,66.48,9.05,Medium quality,F,T,snj01,20,Medium quality,203690,6
snj01_SemiBin_46,54.38,3.22,Medium quality,F,T,snj01,40,Medium quality,161081,11
snj01_SemiBin_47,58.77,1.87,Medium quality,F,F,snj01,37,Medium quality,103788,9
snj01_SemiBin_48,73.2,1.49,Medium quality,F,T,snj01,29,Medium quality,297368,6
snj01_SemiBin_49,51.76,2.05,Medium quality,F,T,snj01,44,Medium quality,134554,13
snj01_SemiBin_4,96.58,2.12,High quality,T,T,snj01,8,HQ-MIMAG,302170,2
snj01_SemiBin_500,53.33,1.49,Medium quality,F,F,snj01,11,Medium quality,350556,3
snj01_SemiBin_50,64.52,0.11,Medium quality,F,T,snj01,21,Medium quality,176599,8
snj01_SemiBin_51,88.48,2.49,Medium quality,F,T,snj01,15,Medium quality,707996,4
snj01_SemiBin_52,61.04,6.08,Medium quality,F,T,snj01,127,Medium quality,59602,35
snj01_SemiBin_53,61.79,4.29,Medium quality,F,T,snj01,61,Medium quality,157071,17
snj01_SemiBin_54,52.9,1.14,Medium quality,F,T,snj01,17,Medium quality,139113,4
snj01_SemiBin_55,54.61,1.11,Medium quality,F,T,snj01,38,Medium quality,104791,10
snj01_SemiBin_56,66.67,6.55,Medium quality,F,T,snj01,153,Medium quality,38806,50
snj01_SemiBin_57,66.05,0.16,Medium quality,F,T,snj01,12,Medium quality,107715,3
snj01_SemiBin_58,60.25,2.11,Medium quality,F,T,snj01,11,Medium quality,516056,3
snj01_SemiBin_59,50.7,1.97,Medium quality,F,F,snj01,18,Medium quality,205189,6
snj01_SemiBin_5,78.82,0.22,Medium quality,F,T,snj01,3,Medium quality,3054257,1
snj01_SemiBin_60,62.69,7.43,Medium quality,F,T,snj01,68,Medium quality,121287,15
snj01_SemiBin_61,50.51,2.01,Medium quality,F,T,snj01,12,Medium quality,226511,4
snj01_SemiBin_62,50.3,1.58,Medium quality,F,T,snj01,36,Medium quality,152343,7
snj01_SemiBin_63,91.22,0.91,High quality,T,F,snj01,16,HQ-MIMAG,448919,5
snj01_SemiBin_64,95.64,7.88,Medium quality,F,T,snj01,24,Medium quality,164170,6
snj01_SemiBin_66,56.66,0.92,Medium quality,F,T,snj01,15,Medium quality,218141,5
snj01_SemiBin_67,58.48,0.72,Medium quality,F,T,snj01,18,Medium quality,167351,7
snj01_SemiBin_68,83.76,9.65,Medium quality,F,T,snj01,34,Medium quality,278403,5
snj01_SemiBin_6,97.54,5.2,Medium quality,F,T,snj01,8,Medium quality,2373851,2
snj01_SemiBin_70,64.04,0.62,Medium quality,F,T,snj01,19,Medium quality,165200,7
snj01_SemiBin_71,68.26,0.11,Medium quality,F,T,snj01,22,Medium quality,242875,6
snj01_SemiBin_72,68.4,0.69,Medium quality,F,T,snj01,22,Medium quality,275478,6
snj01_SemiBin_73,52.66,5.97,Medium quality,F,T,snj01,58,Medium quality,59218,15
snj01_SemiBin_76,52.45,2.79,Medium quality,F,T,snj01,14,Medium quality,284943,5
snj01_SemiBin_7,98.38,0.26,High quality,T,T,snj01,6,HQ-MIMAG,1353448,2
snj01_SemiBin_81,66.26,1.13,Medium quality,F,F,snj01,11,Medium quality,95184,4
snj01_SemiBin_84,75.35,2.5,Medium quality,F,F,snj01,22,Medium quality,299999,6
snj01_SemiBin_85,55.72,1.89,Medium quality,F,T,snj01,8,Medium quality,391517,2
snj01_SemiBin_86,55.81,6.13,Medium quality,F,T,snj01,53,Medium quality,104417,14
snj01_SemiBin_8,94.19,0.5,High quality,T,T,snj01,13,HQ-MIMAG,330519,5
snj01_SemiBin_93,61.57,2.46,Medium quality,F,F,snj01,10,Medium quality,268131,3
snj01_SemiBin_96,51.06,3.19,Medium quality,F,T,snj01,40,Medium quality,122982,11
snj01_SemiBin_9,87.75,0.95,Medium quality,F,T,snj01,5,Medium quality,1081109,2
snj02_SemiBin_0,96.68,1,High quality,T,T,snj02,1,HQ-MIMAG,3136001,1
snj02_SemiBin_104,68.57,2.75,Medium quality,F,T,snj02,22,Medium quality,76514,6
snj02_SemiBin_109,59.33,1.44,Medium quality,F,T,snj02,32,Medium quality,137214,7
snj02_SemiBin_10,84.05,0.76,Medium quality,F,T,snj02,8,Medium quality,683873,2
snj02_SemiBin_111,72.37,1.98,Medium quality,F,T,snj02,22,Medium quality,439814,6
snj02_SemiBin_11,99.97,0.06,High quality,T,T,snj02,1,HQ-MIMAG,3798334,1
snj02_SemiBin_120,78.44,3.98,Medium quality,F,T,snj02,30,Medium quality,258615,7
snj02_SemiBin_125,65.69,1.66,Medium quality,F,T,snj02,9,Medium quality,201848,3
snj02_SemiBin_129,50.86,1.36,Medium quality,F,F,snj02,8,Medium quality,222136,3
snj02_SemiBin_12,79.89,0.16,Medium quality,F,T,snj02,9,Medium quality,808221,3
snj02_SemiBin_13,91.84,1.57,High quality,T,T,snj02,8,HQ-MIMAG,1798198,2
snj02_SemiBin_14,89.82,8.04,Medium quality,F,T,snj02,21,Medium quality,657751,4
snj02_SemiBin_15,72.26,3.52,Medium quality,F,T,snj02,20,Medium quality,689023,4
snj02_SemiBin_16,99,4.82,High quality,T,T,snj02,5,HQ-MIMAG,1996568,2
snj02_SemiBin_17,85.1,0.21,Medium quality,F,T,snj02,10,Medium quality,402922,3
snj02_SemiBin_18,98.8,1,High quality,T,T,snj02,1,HQ-MIMAG,892297,1
snj02_SemiBin_19,80.16,2,Medium quality,F,T,snj02,7,Medium quality,1516437,2
snj02_SemiBin_1,99.91,4.48,High quality,T,F,snj02,5,HQ-MIMAG,3064246,1
snj02_SemiBin_20,84.17,6.17,Medium quality,F,F,snj02,20,Medium quality,503510,4
snj02_SemiBin_210,50.35,0.57,Medium quality,F,T,snj02,10,Medium quality,316041,4
snj02_SemiBin_21,75.71,0.26,Medium quality,F,F,snj02,2,Medium quality,1998541,1
snj02_SemiBin_22,73.68,2.72,Medium quality,F,T,snj02,1,Medium quality,2939754,1
snj02_SemiBin_23,76.73,0.01,Medium quality,F,T,snj02,4,Medium quality,944111,2
snj02_SemiBin_24,62.96,1.11,Medium quality,F,T,snj02,22,Medium quality,182895,4
snj02_SemiBin_252,73.08,4.95,Medium quality,F,T,snj02,36,Medium quality,110514,7
snj02_SemiBin_25,76.67,3.35,Medium quality,F,T,snj02,30,Medium quality,226923,8
snj02_SemiBin_26,71.89,6.55,Medium quality,F,T,snj02,28,Medium quality,380276,7
snj02_SemiBin_27,79.99,0.96,Medium quality,F,T,snj02,2,Medium quality,2383138,1
snj02_SemiBin_28,76.56,1.8,Medium quality,F,T,snj02,10,Medium quality,1068174,3
snj02_SemiBin_29,81.51,0.17,Medium quality,F,T,snj02,3,Medium quality,1937179,1
snj02_SemiBin_2,94.78,0.13,High quality,T,T,snj02,1,HQ-MIMAG,5057268,1
snj02_SemiBin_30,81.22,3.72,Medium quality,F,T,snj02,14,Medium quality,558006,3
snj02_SemiBin_31,64.25,5.29,Medium quality,F,F,snj02,9,Medium quality,482876,2
snj02_SemiBin_32,62.76,1.53,Medium quality,F,T,snj02,16,Medium quality,286508,5
snj02_SemiBin_33,67.5,1.94,Medium quality,F,T,snj02,50,Medium quality,256399,13
snj02_SemiBin_34,83.72,6.2,Medium quality,F,T,snj02,38,Medium quality,253469,8
snj02_SemiBin_36,66.75,1.92,Medium quality,F,T,snj02,13,Medium quality,706669,4
snj02_SemiBin_37,61.47,1.26,Medium quality,F,T,snj02,14,Medium quality,878445,3
snj02_SemiBin_38,84.94,2.89,Medium quality,F,F,snj02,9,Medium quality,829565,2
snj02_SemiBin_39,73.96,3.09,Medium quality,F,T,snj02,20,Medium quality,322861,6
snj02_SemiBin_3,94.12,0.11,High quality,T,F,snj02,4,HQ-MIMAG,705196,2
snj02_SemiBin_41,51.35,3.84,Medium quality,F,T,snj02,31,Medium quality,83838,11
snj02_SemiBin_42,68.28,4.41,Medium quality,F,F,snj02,7,Medium quality,422672,3
snj02_SemiBin_43,62.12,0.38,Medium quality,F,T,snj02,8,Medium quality,672894,3
snj02_SemiBin_44,78.34,0.93,Medium quality,F,T,snj02,4,Medium quality,246884,2
snj02_SemiBin_45,56.84,5.08,Medium quality,F,T,snj02,82,Medium quality,64592,22
snj02_SemiBin_46,54.42,2.67,Medium quality,F,T,snj02,16,Medium quality,706549,6
snj02_SemiBin_47,52.25,1.81,Medium quality,F,T,snj02,36,Medium quality,162006,10
snj02_SemiBin_48,54.63,4.28,Medium quality,F,T,snj02,40,Medium quality,195815,9
snj02_SemiBin_49,53.97,3.03,Medium quality,F,T,snj02,25,Medium quality,181994,7
snj02_SemiBin_4,92.97,1.08,High quality,T,T,snj02,2,HQ-MIMAG,1501632,1
snj02_SemiBin_50,80.7,0.64,Medium quality,F,T,snj02,6,Medium quality,834073,2
snj02_SemiBin_52,62.81,1.09,Medium quality,F,F,snj02,48,Medium quality,155756,14
snj02_SemiBin_53,53.71,0.87,Medium quality,F,T,snj02,20,Medium quality,186834,6
snj02_SemiBin_540,52.75,3.85,Medium quality,F,T,snj02,34,Medium quality,112039,11
snj02_SemiBin_54,52.71,1.18,Medium quality,F,T,snj02,11,Medium quality,340975,3
snj02_SemiBin_55,54.42,0.89,Medium quality,F,T,snj02,8,Medium quality,528774,3
snj02_SemiBin_56,54.61,2.39,Medium quality,F,T,snj02,14,Medium quality,395628,4
snj02_SemiBin_57,50.35,7.39,Medium quality,F,T,snj02,37,Medium quality,138050,11
snj02_SemiBin_59,56.46,1.4,Medium quality,F,T,snj02,30,Medium quality,242134,8
snj02_SemiBin_5,96.1,0.93,High quality,T,T,snj02,3,HQ-MIMAG,4536586,1
snj02_SemiBin_60,80.33,3.82,Medium quality,F,T,snj02,11,Medium quality,637017,2
snj02_SemiBin_61,60.58,4.09,Medium quality,F,T,snj02,11,Medium quality,460712,3
snj02_SemiBin_62,55.78,6.29,Medium quality,F,T,snj02,52,Medium quality,129883,12
snj02_SemiBin_63,51.7,0.44,Medium quality,F,F,snj02,18,Medium quality,149531,5
snj02_SemiBin_66,51.63,2.04,Medium quality,F,T,snj02,14,Medium quality,145259,4
snj02_SemiBin_67,56.13,5.46,Medium quality,F,T,snj02,15,Medium quality,231269,4
snj02_SemiBin_69,70.99,4.41,Medium quality,F,T,snj02,27,Medium quality,296218,7
snj02_SemiBin_6,94.5,1.16,High quality,T,T,snj02,2,HQ-MIMAG,3000442,1
snj02_SemiBin_72,54.18,0.1,Medium quality,F,T,snj02,8,Medium quality,136148,3
snj02_SemiBin_7,99.85,2.67,High quality,T,T,snj02,8,HQ-MIMAG,1061139,3
snj02_SemiBin_80,55.87,1.88,Medium quality,F,T,snj02,11,Medium quality,225012,4
snj02_SemiBin_83,55.06,1.11,Medium quality,F,F,snj02,29,Medium quality,162700,8
snj02_SemiBin_84,58.28,6.54,Medium quality,F,T,snj02,16,Medium quality,677315,2
snj02_SemiBin_89,73.04,4.85,Medium quality,F,T,snj02,17,Medium quality,386619,4
snj02_SemiBin_8,94.61,0.77,High quality,T,T,snj02,4,HQ-MIMAG,1314507,2
snj02_SemiBin_90,59.71,1.5,Medium quality,F,T,snj02,10,Medium quality,69754,4
snj02_SemiBin_941,56,8.46,Medium quality,F,T,snj02,111,Medium quality,82199,30
snj02_SemiBin_96,53.7,6.71,Medium quality,F,T,snj02,32,Medium quality,75885,9
snj02_SemiBin_9,95.73,0.16,High quality,T,T,snj02,6,HQ-MIMAG,1057490,2
snj03_SemiBin_0,99.13,0.86,High quality,T,T,snj03,11,HQ-MIMAG,897132,3
snj03_SemiBin_103,71.56,0.61,Medium quality,F,F,snj03,27,Medium quality,189144,7
snj03_SemiBin_106,87.51,1.04,Medium quality,F,T,snj03,15,Medium quality,698660,4
snj03_SemiBin_109,66.53,0.65,Medium quality,F,F,snj03,8,Medium quality,740660,3
snj03_SemiBin_10,86.75,2.93,Medium quality,F,T,snj03,28,Medium quality,206318,7
snj03_SemiBin_111,86.5,6.67,Medium quality,F,F,snj03,33,Medium quality,329399,7
snj03_SemiBin_112,66.61,1.62,Medium quality,F,F,snj03,4,Medium quality,1362990,2
snj03_SemiBin_114,73.56,2.97,Medium quality,F,F,snj03,51,Medium quality,176815,14
snj03_SemiBin_116,57.96,9.74,Medium quality,F,T,snj03,39,Medium quality,151158,9
snj03_SemiBin_117,72.49,6.3,Medium quality,F,T,snj03,48,Medium quality,187150,9
snj03_SemiBin_118,78.81,7.35,Medium quality,F,F,snj03,17,Medium quality,399426,5
snj03_SemiBin_11,95.3,0.81,High quality,T,F,snj03,9,HQ-MIMAG,965857,2
snj03_SemiBin_123,70.21,0.17,Medium quality,F,F,snj03,21,Medium quality,257973,7
snj03_SemiBin_124,57.2,6.66,Medium quality,F,F,snj03,64,Medium quality,82964,18
snj03_SemiBin_127,66.99,0.56,Medium quality,F,T,snj03,9,Medium quality,244018,3
snj03_SemiBin_12,98.94,6.76,Medium quality,F,F,snj03,23,Medium quality,426327,5
snj03_SemiBin_130,70.55,7.6,Medium quality,F,F,snj03,12,Medium quality,511803,4
snj03_SemiBin_131,54.02,1.27,Medium quality,F,F,snj03,10,Medium quality,279995,3
snj03_SemiBin_1348,57.9,9.41,Medium quality,F,T,snj03,26,Medium quality,137931,8
snj03_SemiBin_134,66.46,0.63,Medium quality,F,F,snj03,9,Medium quality,451075,3
snj03_SemiBin_1390,55.83,7.68,Medium quality,F,T,snj03,116,Medium quality,48624,35
snj03_SemiBin_1393,53.27,8.1,Medium quality,F,T,snj03,55,Medium quality,86713,14
snj03_SemiBin_139,55.21,9.28,Medium quality,F,T,snj03,161,Medium quality,35455,49
snj03_SemiBin_13,88.63,1.18,Medium quality,F,F,snj03,15,Medium quality,442788,4
snj03_SemiBin_141,60.37,1.16,Medium quality,F,F,snj03,23,Medium quality,209088,6
snj03_SemiBin_149,50.91,1.39,Medium quality,F,F,snj03,17,Medium quality,250024,4
snj03_SemiBin_14,84.23,0.15,Medium quality,F,F,snj03,12,Medium quality,231948,4
snj03_SemiBin_154,55.88,3.08,Medium quality,F,F,snj03,54,Medium quality,69524,12
snj03_SemiBin_160,59.64,0.15,Medium quality,F,F,snj03,21,Medium quality,356602,6
snj03_SemiBin_166,57.07,0.77,Medium quality,F,F,snj03,20,Medium quality,216492,6
snj03_SemiBin_16,97.28,4.79,High quality,T,F,snj03,16,HQ-MIMAG,656170,4
snj03_SemiBin_170,54.12,7.96,Medium quality,F,T,snj03,67,Medium quality,146403,16
snj03_SemiBin_174,60.23,8.11,Medium quality,F,T,snj03,117,Medium quality,77554,23
snj03_SemiBin_17,94,1.35,High quality,T,F,snj03,14,HQ-MIMAG,440502,3
snj03_SemiBin_180,58.17,0.94,Medium quality,F,F,snj03,13,Medium quality,379111,3
snj03_SemiBin_183,54.93,4.39,Medium quality,F,T,snj03,85,Medium quality,67355,25
snj03_SemiBin_186,70.82,2.68,Medium quality,F,F,snj03,25,Medium quality,255797,8
