BGC_region,Class,Category,Start,End,Length,MAG,Taxonomy,CC,Family
CSMAG_5930_contig_6398_polypolish.region001,RRE-containing,RiPP,16888,31236,14349,CSMAG_5930,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__Desertibaculum;s__,1,FAM_03770
CSMAG_0956_contig_60905_polypolish.region002,arylpolyene,other,241578,282741,41164,CSMAG_0956,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas_B;s__,29177,FAM_02336
CSMAG_4607_contig_56170_polypolish.region001,NRPS-like,NRPS,236850,278568,41719,CSMAG_4607,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__,125138,FAM_14328
CSMAG_0727_contig_8296_polypolish.region001,NRPS-like,NRPS,948725,989333,40609,CSMAG_0727,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__DASTBJ01;s__,1843,FAM_00486
CSMAG_3202_contig_6044_polypolish.region001,RRE-containing,RiPP,19955,40212,20258,CSMAG_3202,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__,125146,FAM_14329
CSMAG_1376_contig_9186_polypolish.region001,terpene,terpene,952562,973563,21002,CSMAG_1376,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__JABWBJ01;s__,7162,FAM_01146
CSMAG_5317_contig_21376_polypolish.region001,betalactone,other,1,24114,24114,CSMAG_5317,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JACCZX01;s__,8037,FAM_01218
CSMAG_2354_contig_3458_polypolish.region001,ranthipeptide,RiPP,141555,163021,21467,CSMAG_2354,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,27923,FAM_02292
CSMAG_2997_contig_35658_polypolish.region001,ranthipeptide,RiPP,866809,888254,21446,CSMAG_2997,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__,125162,FAM_14330
CSMAG_2888_contig_19138_polypolish.region001,betalactone,other,1,25683,25683,CSMAG_2888,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp035454685,430,FAM_00189
CSMAG_4123_contig_32857_polypolish.region001,terpene,terpene,1794,22630,20837,CSMAG_4123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseosolibacter;s__,116176,FAM_03706
CSMAG_3656_contig_115257_polypolish.region001,ladderane,other,16261,57448,41188,CSMAG_3656,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__,125174,FAM_14331
CSMAG_2846_contig_136769_polypolish.region001,NRPS-like,NRPS,16388,60062,43675,CSMAG_2846,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAIVJN01;s__,125178,FAM_14332
CSMAG_3656_contig_4172_polypolish.region001,LAP.NRPS-like.T1PKS.hglE-KS,NRPS.PKS.RiPP,4769,144656,139888,CSMAG_3656,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__,125182,FAM_14333
CSMAG_0083_contig_14273_polypolish.region002,terpene,terpene,713462,735191,21730,CSMAG_0083,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__DASUGC01;s__,6092,FAM_01027
CSMAG_7788_contig_104166_polypolish.region001,terpene,terpene,95150,116998,21849,CSMAG_7788,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__,125208,FAM_14334
CSMAG_0623_contig_43578_polypolish.region001,lanthipeptide-class-i,RiPP,39409,64422,25014,CSMAG_0623,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__,125212,FAM_14335
CSMAG_3281_contig_39324_polypolish.region001,acyl_amino_acids,other,55890,100117,44228,CSMAG_3281,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella_A;s__,546,FAM_00222
CSMAG_7911_contig_43162_polypolish.region001,terpene,terpene,15321,35878,20558,CSMAG_7911,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Marinacidobacterales;f__SMYC01;g__DAISKN01;s__,125220,FAM_14336
CSMAG_5371_contig_69414_polypolish.region001,terpene,terpene,23178,44891,21714,CSMAG_5371,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__JAICEW01;s__,125224,FAM_14337
CSMAG_2009_contig_959_polypolish.region001,NRPS-like,NRPS,35454,78273,42820,CSMAG_2009,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATAEE01;s__,125228,FAM_14338
CSMAG_1372_contig_25411_polypolish.region002,terpene,terpene,278481,300297,21817,CSMAG_1372,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__,17406,FAM_01844
CSMAG_4869_contig_53632_polypolish.region001,RRE-containing,RiPP,247336,267608,20273,CSMAG_4869,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__,125236,FAM_14339
CSMAG_2499_contig_15044_polypolish.region001,terpene,terpene,156125,175678,19554,CSMAG_2499,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__SIBH01;g__JANNGC01;s__,96545,FAM_03590
CSMAG_3703_contig_123207_polypolish.region001,NRPS-like,NRPS,44440,87262,42823,CSMAG_3703,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SHXO01;g__SHXO01;s__,12993,FAM_01558
CSMAG_3502_contig_7083_polypolish.region001,lanthipeptide-class-i,RiPP,1,29306,29306,CSMAG_3502,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,125248,FAM_14340
CSMAG_3606_contig_20999_polypolish.region001,NRPS.microviridin,NRPS.RiPP,263429,359173,95745,CSMAG_3606,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__JABFRZ01;s__,125252,FAM_14341
CSMAG_5487_contig_51282_polypolish.region001,NRPS-like,NRPS,255108,299574,44467,CSMAG_5487,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__,6774,FAM_01110
CSMAG_5890_contig_17481_polypolish.region001,arylpolyene,other,1,22350,22350,CSMAG_5890,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PMG-095;s__,125273,FAM_14342
CSMAG_3666_contig_101896_polypolish.region002,RiPP-like,RiPP,32839,43654,10816,CSMAG_3666,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,9618,FAM_01328
CSMAG_7732_contig_80809_polypolish.region001,NRPS.NRPS-like,NRPS,1,31339,31339,CSMAG_7732,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__,125281,FAM_14343
CSMAG_1795_contig_24312.region002,arylpolyene.thioamitides,RiPP.other,630831,679839,49009,CSMAG_1795,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__DATKFM01;s__,1427,FAM_00394
CSMAG_5521_contig_30629_polypolish.region001,RiPP-like,RiPP,229372,239914,10543,CSMAG_5521,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,125307,FAM_14344
CSMAG_0565_contig_1121_polypolish.region001,NRPS-like,NRPS,39291,81966,42676,CSMAG_0565,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DAIRFP01;s__,47524,FAM_02892
CSMAG_2021_contig_8222_polypolish.region001,ranthipeptide,RiPP,901,22352,21452,CSMAG_2021,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__,5011,FAM_00923
CSMAG_4047_contig_20590.region002,RiPP-like,RiPP,405733,415685,9953,CSMAG_4047,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__JBGPEQ01;s__,21184,FAM_02015
CSMAG_1914_contig_4456_polypolish.region001,NRPS-like,NRPS,1,29037,29037,CSMAG_1914,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,9154,FAM_01285
CSMAG_6074_contig_4410_polypolish.region001,RiPP-like,RiPP,322898,334319,11422,CSMAG_6074,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__TH1177 sp035250975,13887,FAM_01630
CSMAG_7856_contig_61778_polypolish.region001,hglE-KS,PKS,37708,79267,41560,CSMAG_7856,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__JADIYM01;g__;s__,125331,FAM_14345
CSMAG_5325_contig_4083_polypolish.region001,RiPP-like.T3PKS,PKS.RiPP,51629,92702,41074,CSMAG_5325,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia_A;s__,46115,FAM_02858
CSMAG_5768_contig_45243_polypolish.region001,NRPS-like,NRPS,227672,270212,42541,CSMAG_5768,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01;s__,5192,FAM_00945
CSMAG_3556_contig_80004_polypolish.region001,T3PKS,PKS,84602,125658,41057,CSMAG_3556,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__PALSA-1004;s__,125348,FAM_14346
CSMAG_3208_contig_61643_polypolish.region001,RRE-containing.lassopeptide,RiPP,22382,45003,22622,CSMAG_3208,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__AR31 sp035649755,73167,FAM_03334
CSMAG_0216_contig_4541_polypolish.region002,NRPS-like,NRPS,262335,304340,42006,CSMAG_0216,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DATBJG01;s__,125356,FAM_14347
CSMAG_6163_contig_69147_polypolish.region001,terpene,terpene,271329,291910,20582,CSMAG_6163,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAENWD01;s__,125360,FAM_14348
CSMAG_4367_contig_39009_polypolish.region001,NRPS-like,NRPS,77918,120191,42274,CSMAG_4367,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__,125364,FAM_14349
CSMAG_3590_contig_15909_polypolish.region002,terpene,terpene,644304,672537,28234,CSMAG_3590,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__DATKFM01;s__,286,FAM_00156
CSMAG_6826_contig_5908_polypolish.region001,NRPS-like.T3PKS,NRPS.PKS,103985,148145,44161,CSMAG_6826,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__JANMPI01;s__,78417,FAM_03407
CSMAG_4458_contig_51150_polypolish.region001,NRPS-like,NRPS,73981,115585,41605,CSMAG_4458,d__Bacteria;p__Acidobacteriota;c__HRBIN11;o__JAKEFK01;f__JAKEFK01;g__;s__,31435,FAM_02418
CSMAG_7126_contig_12011_polypolish.region001,NRPS-like,NRPS,242686,285193,42508,CSMAG_7126,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__,214,FAM_00116
CSMAG_4530_contig_10442_polypolish.region001,NRPS,NRPS,270405,295959,25555,CSMAG_4530,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__,125392,FAM_14350
CSMAG_6168_contig_60835_polypolish.region001,redox-cofactor,RiPP,51945,74076,22132,CSMAG_6168,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JAGGAG01;s__,13863,FAM_01624
CSMAG_7246_contig_56674_polypolish.region001,RiPP-like,RiPP,99033,109842,10810,CSMAG_7246,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SHXO01;g__SHXO01;s__,125400,FAM_14351
CSMAG_5841_contig_24073_polypolish.region001,T3PKS,PKS,233559,273948,40390,CSMAG_5841,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__DASYSL01;g__JANPEF01;s__,125404,FAM_14352
CSMAG_3058_contig_1206_polypolish.region001,redox-cofactor,RiPP,132344,154470,22127,CSMAG_3058,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__,125408,FAM_14353
CSMAG_0887_contig_2131.region001,NRPS-like,NRPS,120675,163494,42820,CSMAG_0887,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__CAMLFJ01;s__,84132,FAM_03472
CSMAG_4945_contig_3054_polypolish.region001,RRE-containing,RiPP,113447,133707,20261,CSMAG_4945,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__DSOT01;s__,43584,FAM_02795
CSMAG_2497_contig_35332_polypolish.region001,NRPS-like,NRPS,56086,98737,42652,CSMAG_2497,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8139;g__CAMFLJ01;s__,125420,FAM_14354
CSMAG_7646_contig_94709_polypolish.region001,arylpolyene,other,1,16010,16010,CSMAG_7646,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__,125424,FAM_14355
CSMAG_7176_contig_43682_polypolish.region001,redox-cofactor,RiPP,35972,58007,22036,CSMAG_7176,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__,3755,FAM_00762
CSMAG_1746_contig_1847_polypolish.region002,betalactone,other,643358,670915,27558,CSMAG_1746,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp025929745,234,FAM_00120
CSMAG_0858_contig_52604_polypolish.region001,RRE-containing,RiPP,24592,44855,20264,CSMAG_0858,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JACCZX01;s__,1479,FAM_00412
CSMAG_1034_contig_723_polypolish.region003,terpene,terpene,849381,870163,20783,CSMAG_1034,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__;s__,125440,FAM_14356
CSMAG_3645_contig_30795_polypolish.region002,betalactone,other,422537,449503,26967,CSMAG_3645,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,53921,FAM_03027
CSMAG_2173_contig_17771_polypolish.region001,betalactone,other,138124,165029,26906,CSMAG_2173,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__,1956,FAM_00506
CSMAG_7019_contig_55569_polypolish.region001,NRPS-like,NRPS,15255,58101,42847,CSMAG_7019,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JADYYY01;s__,125452,FAM_14357
CSMAG_3518_contig_85996_polypolish.region001,RiPP-like,RiPP,52837,63946,11110,CSMAG_3518,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JAPYTK01;s__,125456,FAM_14358
CSMAG_7911_contig_66_polypolish.region001,RRE-containing,RiPP,54437,74754,20318,CSMAG_7911,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Marinacidobacterales;f__SMYC01;g__DAISKN01;s__,125460,FAM_14359
CSMAG_2638_contig_4497_polypolish.region001,NRPS.NRPS-like,NRPS,70103,155104,85002,CSMAG_2638,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__Polarisedimenticolaceae;g__;s__,51815,FAM_02993
CSMAG_1772_contig_11062_polypolish.region001,terpene,terpene,234699,255343,20645,CSMAG_1772,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,1712,FAM_00449
CSMAG_6172_contig_85736_polypolish.region001,microviridin,RiPP,129072,144494,15423,CSMAG_6172,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteriia;o__WVZY01;f__JAKEHA01;g__JAKEHA01;s__,125480,FAM_14360
CSMAG_3369_contig_26409.region001,NRPS-like,NRPS,224871,267432,42562,CSMAG_3369,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JANOGJ01;s__,125484,FAM_14361
CSMAG_2045_contig_6314_polypolish.region001,hserlactone,other,104636,123728,19093,CSMAG_2045,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,89736,FAM_03535
CSMAG_4399_contig_8418_polypolish.region001,NRPS-like,NRPS,1,32988,32988,CSMAG_4399,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__,40130,FAM_02713
CSMAG_1791_contig_3868_polypolish.region001,terpene,terpene,108262,129929,21668,CSMAG_1791,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JBCBZW01;f__JBCBZW01;g__;s__,4911,FAM_00911
CSMAG_0895_contig_2171_polypolish.region001,terpene,terpene,21432,43435,22004,CSMAG_0895,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__,754,FAM_00251
CSMAG_0258_contig_33880_polypolish.region001,betalactone,other,175581,207418,31838,CSMAG_0258,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JACCZX01;s__,8037,FAM_01218
CSMAG_4210_contig_20471_polypolish.region001,NRPS-like,NRPS,52977,94944,41968,CSMAG_4210,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__JADGHX01;s__,125508,FAM_14362
CSMAG_2107_contig_10120_polypolish.region001,T3PKS,PKS,2145,43154,41010,CSMAG_2107,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,16464,FAM_01780
CSMAG_1496_contig_317_polypolish.region006,NRPS,NRPS,2039708,2086313,46606,CSMAG_1496,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__,125516,FAM_14363
CSMAG_2617_contig_14626_polypolish.region001,terpene,terpene,183438,204271,20834,CSMAG_2617,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__,490,FAM_00204
CSMAG_2138_contig_23546_polypolish.region001,lassopeptide,RiPP,462367,493123,30757,CSMAG_2138,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__VFZN01;s__,62801,FAM_03182
CSMAG_1541_contig_47_polypolish.region001,acyl_amino_acids,other,592134,652931,60798,CSMAG_1541,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__JALXBF01;f__JBGPMX01;g__;s__,125528,FAM_14364
CSMAG_3118_contig_7067_polypolish.region005,phenazine,other,1015411,1035830,20420,CSMAG_3118,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,125532,FAM_14365
CSMAG_5751_contig_64382_polypolish.region001,phosphonate,other,19229,51209,31981,CSMAG_5751,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR5;s__,4435,FAM_00865
CSMAG_1447_contig_975_polypolish.region006,T1PKS,PKS,5823376,5869981,46606,CSMAG_1447,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__,454,FAM_00194
CSMAG_0177_contig_10163_polypolish.region001,RRE-containing.lassopeptide,RiPP,489299,512004,22706,CSMAG_0177,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__,1475,FAM_00407
CSMAG_0828_contig_6314_polypolish.region002,ectoine,other,1151596,1161979,10384,CSMAG_0828,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__DASTEQ01;s__,4019,FAM_00817
CSMAG_6167_contig_37011_polypolish.region001,terpene,terpene,178968,209725,30758,CSMAG_6167,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__JBGPEQ01;s__,125560,FAM_14366
CSMAG_3685_contig_12160_polypolish.region001,phosphonate,other,67850,83548,15699,CSMAG_3685,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp029240595,238,FAM_00127
CSMAG_1208_contig_9874_polypolish.region001,arylpolyene,other,189872,231056,41185,CSMAG_1208,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CACIAM-22H2;f__CACIAM-22H2;g__DATFES01;s__DATFES01 sp035457725,9811,FAM_01346
CSMAG_1611_contig_3047_polypolish.region001,RRE-containing,RiPP,298165,318644,20480,CSMAG_1611,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-02-FULL-65-29;s__,125572,FAM_14367
CSMAG_4279_contig_149201_polypolish.region001,ranthipeptide,RiPP,6441,27889,21449,CSMAG_4279,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-02-FULL-65-29;s__,125576,FAM_14368
CSMAG_6829_contig_78493_polypolish.region001,NRPS-like,NRPS,2353,43984,41632,CSMAG_6829,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidiferrales;f__UBA7541;g__Palsa-189;s__,125580,FAM_14369
CSMAG_2016_contig_63433_polypolish.region001,NRPS-like,NRPS,22631,64373,41743,CSMAG_2016,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JAICSD01;s__,88708,FAM_03522
CSMAG_6392_contig_39480_polypolish.region001,RRE-containing.lassopeptide,RiPP,19295,43335,24041,CSMAG_6392,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,13760,FAM_01617
CSMAG_2083_contig_726_polypolish.region001,NRPS-like,NRPS,319292,361871,42580,CSMAG_2083,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JBDSZL01;s__,125592,FAM_14370
CSMAG_2005_contig_6515_polypolish.region001,RiPP-like,RiPP,151740,163695,11956,CSMAG_2005,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__,87167,FAM_03509
CSMAG_4495_contig_15296_polypolish.region001,T3PKS,PKS,247248,288405,41158,CSMAG_4495,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__,9827,FAM_01348
CSMAG_5744_contig_65534_polypolish.region001,RiPP-like,RiPP,90132,102078,11947,CSMAG_5744,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__,125604,FAM_14371
CSMAG_2963_contig_41209_polypolish.region001,terpene,terpene,133509,154456,20948,CSMAG_2963,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__,20941,FAM_01999
CSMAG_3067_contig_11276_polypolish.region001,RiPP-like,RiPP,1299725,1310852,11128,CSMAG_3067,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__;s__,23500,FAM_02123
CSMAG_2624_contig_13768_polypolish.region001,arylpolyene.betalactone,other,386902,430442,43541,CSMAG_2624,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Hypericibacter;s__,125616,FAM_14372
CSMAG_2272_contig_58165_polypolish.region001,NRPS-like,NRPS,6638,43335,36698,CSMAG_2272,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01;s__,5192,FAM_00945
CSMAG_1899_contig_23097_polypolish.region001,ranthipeptide,RiPP,759302,780738,21437,CSMAG_1899,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,270,FAM_00139
CSMAG_7477_contig_13794_polypolish.region001,cyanobactin,RiPP,11126,31776,20651,CSMAG_7477,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavitalea;s__,73862,FAM_03344
CSMAG_0135_contig_6224_polypolish.region001,RiPP-like,RiPP,93205,105052,11848,CSMAG_0135,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp035761895,1956,FAM_00508
CSMAG_0178_contig_5383_polypolish.region001,NRPS-like,NRPS,558049,599977,41929,CSMAG_0178,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__,13736,FAM_01613
CSMAG_5015_contig_17206_polypolish.region001,NRPS.NRPS-like,NRPS,188037,239876,51840,CSMAG_5015,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,125640,FAM_14373
CSMAG_1708_contig_11416_polypolish.region001,terpene,terpene,669806,691619,21814,CSMAG_1708,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__,782,FAM_00261
CSMAG_5548_contig_34302_polypolish.region001,RiPP-like,RiPP,289172,303026,13855,CSMAG_5548,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__JAREAF01;g__JAREAF01;s__JAREAF01 sp035456545,458,FAM_00195
