Mag ID	Completeness	Contamination	Polish
SemiBin_123	86.76	0.33 	polypolish
SemiBin_124	65.54	1.68 	polypolish
SemiBin_125	49.61	2.77 	polypolish
SemiBin_126	51.25	1.47 	polypolish
SemiBin_127	89.47	1.83 	polypolish
SemiBin_129	32.86	1.14 	polypolish
SemiBin_13	90.25	0.27 	polypolish
SemiBin_130	64.09	0.37 	polypolish
SemiBin_131	51.36	1.32 	polypolish
SemiBin_132	43.89	1.04 	polypolish
SemiBin_133	54.62	3.74 	polypolish
SemiBin_134	46.39	1.37 	polypolish
SemiBin_135	98.28	3.26 	polypolish
SemiBin_137	43.55	0.18 	polypolish
SemiBin_138	51.12	0.13 	polypolish
SemiBin_139	42.13	5.21 	polypolish
SemiBin_14	87.75	0.71 	polypolish
SemiBin_141	49.19	1.37 	polypolish
SemiBin_142	61.53	4.49 	polypolish
SemiBin_144	52.38	1.24 	polypolish
SemiBin_1449	48.46	5.29 	polypolish
SemiBin_145	44.4	0.4 	polypolish
SemiBin_147	77.47	1.16 	polypolish
SemiBin_149	63.84	1.51 	polypolish
SemiBin_15	96.6	0.0 	polypolish
SemiBin_150	47.78	0.28 	polypolish
SemiBin_153	58.53	0.98 	polypolish
SemiBin_155	42.55	0.93 	polypolish
SemiBin_156	85.37	1.34 	polypolish
SemiBin_158	37.43	1.82 	polypolish
SemiBin_159	67.65	1.35 	polypolish
SemiBin_16	95.87	5.15 	polypolish
SemiBin_160	41.97	10.83 	polypolish
SemiBin_162	66.03	4.53 	polypolish
SemiBin_164	49.32	5.69 	polypolish
SemiBin_1645	58.33	6.71 	polypolish
SemiBin_168	68.48	2.26 	polypolish
SemiBin_169	41.46	2.08 	polypolish
SemiBin_17	73.05	1.16 	polypolish
SemiBin_174	65.74	0.09 	polypolish
SemiBin_178	34.85	2.42 	polypolish
SemiBin_180	52.45	1.19 	polypolish
SemiBin_183	47.08	0.36 	polypolish
SemiBin_184	68.7	7.42 	polypolish
SemiBin_185	69.78	6.42 	polypolish
SemiBin_188	51.88	1.58 	polypolish
SemiBin_189	50.67	0.47 	polypolish
SemiBin_19	96.49	2.72 	polypolish
SemiBin_192	43.32	1.37 	polypolish
SemiBin_2	99.5	0.92 	polypolish
SemiBin_20	34.19	0.75 	polypolish
SemiBin_2008	39.34	5.62 	polypolish
SemiBin_201	45.15	0.92 	polypolish
SemiBin_202	53.75	1.25 	polypolish
SemiBin_205	53.2	1.23 	polypolish
SemiBin_209	45.95	6.2 	polypolish
SemiBin_21	93.35	0.58 	polypolish
SemiBin_212	63.56	0.55 	polypolish
SemiBin_217	55.08	0.22 	polypolish
SemiBin_22	76.86	0.62 	polypolish
SemiBin_222	45.55	5.11 	polypolish
SemiBin_223	55.98	0.76 	polypolish
SemiBin_229	68.61	2.47 	polypolish
SemiBin_23	82.58	1.01 	polypolish
SemiBin_232	62.4	5.35 	polypolish
SemiBin_24	92.8	1.16 	polypolish
SemiBin_242	46.6	1.05 	polypolish
SemiBin_244	41.59	3.0 	polypolish
SemiBin_245	48.77	7.18 	polypolish
SemiBin_25	87.69	1.63 	polypolish
SemiBin_253	45.72	1.06 	polypolish
SemiBin_254	47.67	1.73 	polypolish
SemiBin_26	82.06	1.32 	polypolish
SemiBin_27	79.29	2.5 	polypolish
SemiBin_279	40.59	2.37 	polypolish
SemiBin_28	86.39	0.0 	polypolish
SemiBin_287	60.14	1.52 	polypolish
SemiBin_29	80.62	8.11 	polypolish
SemiBin_290	52.8	3.8 	polypolish
SemiBin_3	94.59	0.74 	polypolish
SemiBin_30	89.55	2.9 	polypolish
SemiBin_307	44.4	6.78 	polypolish
SemiBin_31	60.8	5.55 	polypolish
SemiBin_32	92.25	1.23 	polypolish
SemiBin_33	67.14	0.49 	polypolish
SemiBin_338	90.5	0.43 	polypolish
SemiBin_34	86.03	0.6 	polypolish
SemiBin_35	80.41	3.34 	polypolish
SemiBin_36	68.22	2.26 	polypolish
SemiBin_37	87.46	3.68 	polypolish
SemiBin_38	89.97	0.45 	polypolish
SemiBin_39	68.98	0.7 	polypolish
SemiBin_4	100.0	5.44 	polypolish
SemiBin_40	64.5	0.78 	polypolish
SemiBin_41	90.26	1.46 	polypolish
SemiBin_42	78.71	3.63 	polypolish
SemiBin_425	71.71	1.65 	polypolish
SemiBin_43	76.04	1.81 	polypolish
SemiBin_44	70.77	0.58 	polypolish
SemiBin_45	73.53	0.84 	polypolish
SemiBin_46	87.67	5.9 	polypolish
SemiBin_47	76.87	3.99 	polypolish
SemiBin_48	58.08	2.44 	polypolish
SemiBin_49	75.85	1.45 	polypolish
SemiBin_494	39.72	5.78 	polypolish
SemiBin_5	83.67	2.35 	polypolish
SemiBin_50	60.47	5.55 	polypolish
SemiBin_51	72.26	2.77 	polypolish
SemiBin_52	81.64	3.22 	polypolish
SemiBin_53	85.77	2.64 	polypolish
SemiBin_54	68.88	3.53 	polypolish
SemiBin_55	60.9	4.13 	polypolish
SemiBin_56	87.95	0.64 	polypolish
SemiBin_57	74.04	2.43 	polypolish
SemiBin_58	85.67	5.34 	polypolish
SemiBin_59	73.7	1.39 	polypolish
SemiBin_6	96.6	4.76 	polypolish
SemiBin_60	34.9	2.8 	polypolish
SemiBin_61	32.02	0.5 	polypolish
SemiBin_62	64.54	2.1 	polypolish
SemiBin_63	86.0	3.51 	polypolish
SemiBin_64	75.21	2.48 	polypolish
SemiBin_66	82.11	4.48 	polypolish
SemiBin_67	73.17	3.33 	polypolish
SemiBin_68	69.25	1.17 	polypolish
SemiBin_69	52.5	15.88 	polypolish
SemiBin_7	83.97	0.16 	polypolish
SemiBin_70	58.64	1.21 	polypolish
SemiBin_71	78.87	5.28 	polypolish
SemiBin_72	79.74	4.73 	polypolish
SemiBin_73	73.07	0.45 	polypolish
SemiBin_74	68.64	3.77 	polypolish
SemiBin_75	71.13	4.47 	polypolish
SemiBin_76	59.58	1.37 	polypolish
SemiBin_77	68.68	1.83 	polypolish
SemiBin_78	42.81	3.92 	polypolish
SemiBin_79	77.34	2.51 	polypolish
SemiBin_8	88.56	0.68 	polypolish
SemiBin_80	46.47	2.26 	polypolish
SemiBin_804	52.11	6.99 	polypolish
SemiBin_81	71.7	1.04 	polypolish
SemiBin_82	50.55	0.01 	polypolish
SemiBin_83	70.24	8.63 	polypolish
SemiBin_830	47.73	8.98 	polypolish
SemiBin_84	52.4	0.37 	polypolish
SemiBin_85	55.01	5.27 	polypolish
SemiBin_87	66.26	0.93 	polypolish
SemiBin_88	68.64	6.09 	polypolish
SemiBin_89	59.0	6.19 	polypolish
SemiBin_9	95.55	4.04 	polypolish
SemiBin_90	50.58	0.91 	polypolish
SemiBin_91	51.04	0.5 	polypolish
SemiBin_92	52.66	1.27 	polypolish
SemiBin_93	59.93	6.35 	polypolish
SemiBin_94	72.33	1.69 	polypolish
SemiBin_96	56.0	0.25 	polypolish
SemiBin_97	60.07	2.02 	polypolish
SemiBin_99	54.65	2.67 	polypolish
SemiBin_0	98.23	3.99 	polypolish
SemiBin_1	98.65	0.5 	polypolish
SemiBin_10	85.18	3.46 	polypolish
SemiBin_103	36.28	3.21 	polypolish
SemiBin_105	63.32	0.22 	polypolish
SemiBin_106	64.57	1.94 	polypolish
SemiBin_11	63.14	0.55 	polypolish
SemiBin_110	42.41	0.47 	polypolish
SemiBin_113	39.25	1.3 	polypolish
SemiBin_116	52.09	0.34 	polypolish
SemiBin_118	55.8	0.08 	polypolish
SemiBin_12	85.66	1.92 	polypolish
SemiBin_122	44.34	1.14 	polypolish
SemiBin_1258	44.46	9.58 	polypolish
SemiBin_127	73.32	6.56 	polypolish
SemiBin_129	45.73	4.71 	polypolish
SemiBin_13	72.32	4.57 	polypolish
SemiBin_14	68.61	6.64 	polypolish
SemiBin_15	90.46	4.85 	polypolish
SemiBin_150	49.41	0.27 	polypolish
SemiBin_159	42.66	1.14 	polypolish
SemiBin_16	78.14	0.87 	polypolish
SemiBin_17	88.16	2.81 	polypolish
SemiBin_170	45.1	1.01 	polypolish
SemiBin_1728	35.77	2.37 	polypolish
SemiBin_18	62.39	0.41 	polypolish
SemiBin_19	75.51	5.41 	polypolish
SemiBin_2	94.43	5.7 	polypolish
SemiBin_20	63.22	1.98 	polypolish
SemiBin_206	50.33	4.6 	polypolish
SemiBin_21	64.65	3.61 	polypolish
SemiBin_22	59.59	0.4 	polypolish
SemiBin_23	58.66	0.11 	polypolish
SemiBin_25	53.14	2.37 	polypolish
SemiBin_26	57.39	1.01 	polypolish
SemiBin_27	62.8	4.37 	polypolish
SemiBin_28	41.82	3.32 	polypolish
SemiBin_280	48.63	1.91 	polypolish
SemiBin_29	56.88	0.1 	polypolish
SemiBin_3	87.4	1.17 	polypolish
SemiBin_30	66.78	1.56 	polypolish
SemiBin_31	48.18	3.5 	polypolish
SemiBin_32	44.16	2.29 	polypolish
SemiBin_33	44.13	5.5 	polypolish
SemiBin_34	37.14	4.5 	polypolish
SemiBin_35	53.81	1.68 	polypolish
SemiBin_36	69.01	0.18 	polypolish
SemiBin_37	47.44	1.39 	polypolish
SemiBin_38	33.21	0.97 	polypolish
SemiBin_39	57.09	0.8 	polypolish
SemiBin_4	87.34	2.44 	polypolish
SemiBin_40	68.02	2.56 	polypolish
SemiBin_41	47.09	0.29 	polypolish
SemiBin_42	58.19	0.99 	polypolish
SemiBin_43	53.84	3.09 	polypolish
SemiBin_44	65.27	5.55 	polypolish
SemiBin_45	41.02	2.9 	polypolish
SemiBin_47	95.56	2.08 	polypolish
SemiBin_49	55.47	2.19 	polypolish
SemiBin_5	86.48	1.18 	polypolish
SemiBin_50	53.16	1.49 	polypolish
SemiBin_51	76.61	1.75 	polypolish
SemiBin_517	73.86	2.01 	polypolish
SemiBin_52	39.35	2.64 	polypolish
SemiBin_53	47.94	1.84 	polypolish
SemiBin_55	36.08	2.12 	polypolish
SemiBin_56	54.74	0.34 	polypolish
SemiBin_58	48.5	5.33 	polypolish
SemiBin_59	51.52	1.09 	polypolish
SemiBin_6	70.9	3.9 	polypolish
SemiBin_60	56.07	5.43 	polypolish
SemiBin_607	53.26	5.67 	polypolish
SemiBin_61	54.51	7.52 	polypolish
SemiBin_611	60.74	6.96 	polypolish
SemiBin_62	37.83	1.51 	polypolish
SemiBin_64	50.29	1.78 	polypolish
SemiBin_65	53.01	0.38 	polypolish
SemiBin_67	55.88	1.24 	polypolish
SemiBin_69	48.13	0.21 	polypolish
SemiBin_7	66.75	1.28 	polypolish
SemiBin_72	80.83	3.25 	polypolish
SemiBin_73	45.69	1.35 	polypolish
SemiBin_74	43.06	0.97 	polypolish
SemiBin_78	72.26	0.38 	polypolish
SemiBin_8	83.94	1.53 	polypolish
SemiBin_81	47.82	1.88 	polypolish
SemiBin_9	89.16	3.23 	polypolish
SemiBin_90	45.98	4.6 	polypolish
SemiBin_97	57.02	0.48 	polypolish
SemiBin_98	43.46	3.27 	polypolish
SemiBin_99	64.92	3.2 	polypolish
SemiBin_0	87.83	1.51 	polypolish
SemiBin_1	91.21	2.42 	polypolish
SemiBin_10	97.87	1.08 	polypolish
SemiBin_100	49.54	1.0 	polypolish
SemiBin_104	46.83	6.49 	polypolish
SemiBin_106	28.83	5.2 	polypolish
SemiBin_108	50.74	1.45 	polypolish
SemiBin_109	52.57	1.75 	polypolish
SemiBin_11	87.9	0.96 	polypolish
SemiBin_111	56.42	2.98 	polypolish
SemiBin_112	39.72	2.86 	polypolish
SemiBin_115	42.7	1.55 	polypolish
SemiBin_1187	49.61	7.43 	polypolish
SemiBin_1193	36.33	3.5 	polypolish
SemiBin_12	86.11	1.31 	polypolish
SemiBin_121	78.87	4.61 	polypolish
SemiBin_122	13.64	0.62 	polypolish
SemiBin_13	73.05	1.58 	polypolish
SemiBin_130	33.99	0.51 	polypolish
SemiBin_132	49.54	5.99 	polypolish
SemiBin_133	69.29	2.47 	polypolish
SemiBin_14	86.0	0.6 	polypolish
SemiBin_140	60.61	2.73 	polypolish
SemiBin_145	61.87	1.15 	polypolish
SemiBin_146	69.8	2.15 	polypolish
SemiBin_1487	45.93	10.32 	polypolish
SemiBin_149	34.57	2.81 	polypolish
SemiBin_1492	39.92	5.58 	polypolish
SemiBin_1499	44.77	3.45 	polypolish
SemiBin_15	92.63	3.2 	polypolish
SemiBin_150	52.19	3.46 	polypolish
SemiBin_154	85.7	2.06 	polypolish
SemiBin_155	49.59	0.98 	polypolish
SemiBin_156	49.65	2.97 	polypolish
SemiBin_158	58.17	0.16 	polypolish
SemiBin_16	85.25	1.49 	polypolish
SemiBin_162	50.86	0.61 	polypolish
SemiBin_165	52.9	1.44 	polypolish
SemiBin_167	50.36	4.6 	polypolish
SemiBin_17	67.87	6.54 	polypolish
SemiBin_170	48.75	2.37 	polypolish
SemiBin_178	31.45	0.89 	polypolish
SemiBin_18	97.78	1.9 	polypolish
SemiBin_182	54.75	2.3 	polypolish
SemiBin_186	41.81	2.04 	polypolish
SemiBin_187	61.14	6.02 	polypolish
SemiBin_19	84.5	1.55 	polypolish
SemiBin_192	37.13	2.81 	polypolish
SemiBin_193	58.57	0.42 	polypolish
SemiBin_195	52.36	5.39 	polypolish
SemiBin_2	95.92	1.29 	polypolish
SemiBin_20	82.82	2.83 	polypolish
SemiBin_201	43.36	0.44 	polypolish
SemiBin_204	51.18	0.29 	polypolish
SemiBin_205	76.11	7.69 	polypolish
SemiBin_209	39.48	0.28 	polypolish
SemiBin_21	86.84	4.9 	polypolish
SemiBin_211	41.18	1.13 	polypolish
SemiBin_22	83.89	2.89 	polypolish
SemiBin_23	94.4	2.8 	polypolish
SemiBin_239	52.4	4.22 	polypolish
SemiBin_24	96.68	4.51 	polypolish
SemiBin_25	89.8	7.33 	polypolish
SemiBin_256	42.76	4.0 	polypolish
SemiBin_26	77.53	2.21 	polypolish
SemiBin_27	90.56	0.33 	polypolish
SemiBin_270	42.52	4.66 	polypolish
SemiBin_274	96.86	0.45 	polypolish
SemiBin_28	92.28	1.24 	polypolish
SemiBin_29	86.44	2.14 	polypolish
SemiBin_3	99.26	0.37 	polypolish
SemiBin_30	91.08	7.05 	polypolish
SemiBin_31	78.09	1.07 	polypolish
SemiBin_32	88.3	1.94 	polypolish
SemiBin_33	70.33	2.4 	polypolish
SemiBin_35	76.97	5.38 	polypolish
SemiBin_36	58.75	0.39 	polypolish
SemiBin_37	79.63	0.33 	polypolish
SemiBin_38	86.14	0.84 	polypolish
SemiBin_39	75.89	5.99 	polypolish
SemiBin_4	98.59	0.68 	polypolish
SemiBin_40	85.71	2.23 	polypolish
SemiBin_41	79.98	4.21 	polypolish
SemiBin_43	86.6	10.37 	polypolish
SemiBin_44	63.68	1.74 	polypolish
SemiBin_46	70.95	0.11 	polypolish
SemiBin_47	74.73	0.63 	polypolish
SemiBin_48	69.36	2.75 	polypolish
SemiBin_49	85.64	1.13 	polypolish
SemiBin_5	94.61	0.27 	polypolish
SemiBin_50	79.76	11.07 	polypolish
SemiBin_51	77.95	1.59 	polypolish
SemiBin_515	50.32	2.7 	polypolish
SemiBin_516	50.34	4.33 	polypolish
SemiBin_52	74.23	1.52 	polypolish
SemiBin_53	60.47	2.1 	polypolish
SemiBin_54	69.26	3.02 	polypolish
SemiBin_55	62.97	0.03 	polypolish
SemiBin_56	73.97	8.6 	polypolish
SemiBin_59	80.39	5.64 	polypolish
SemiBin_6	99.18	0.75 	polypolish
SemiBin_60	59.95	0.75 	polypolish
SemiBin_61	75.9	3.54 	polypolish
SemiBin_62	53.1	0.82 	polypolish
SemiBin_63	56.62	5.97 	polypolish
SemiBin_64	67.55	0.11 	polypolish
SemiBin_650	53.87	1.14 	polypolish
SemiBin_66	78.78	3.65 	polypolish
SemiBin_67	67.38	5.14 	polypolish
SemiBin_68	63.8	2.56 	polypolish
SemiBin_69	78.5	0.24 	polypolish
SemiBin_7	100.0	0.97 	polypolish
SemiBin_70	52.12	0.57 	polypolish
SemiBin_71	59.34	0.44 	polypolish
SemiBin_72	74.18	2.02 	polypolish
SemiBin_73	61.43	2.33 	polypolish
SemiBin_74	65.69	0.21 	polypolish
SemiBin_75	72.01	0.52 	polypolish
SemiBin_76	61.13	0.79 	polypolish
SemiBin_77	82.27	6.42 	polypolish
SemiBin_79	68.24	4.48 	polypolish
SemiBin_8	95.35	1.84 	polypolish
SemiBin_80	53.86	2.48 	polypolish
SemiBin_81	61.52	1.15 	polypolish
SemiBin_83	63.42	0.46 	polypolish
SemiBin_84	57.46	2.92 	polypolish
SemiBin_841	44.1	4.41 	polypolish
SemiBin_85	52.64	3.46 	polypolish
SemiBin_86	55.11	0.18 	polypolish
SemiBin_87	57.37	8.22 	polypolish
SemiBin_88	56.07	3.57 	polypolish
SemiBin_89	37.57	2.91 	polypolish
SemiBin_9	90.68	1.27 	polypolish
SemiBin_90	35.78	0.16 	polypolish
SemiBin_94	53.58	2.93 	polypolish
SemiBin_96	92.13	0.47 	polypolish
SemiBin_97	84.33	0.54 	polypolish
SemiBin_98	42.44	0.84 	polypolish
SemiBin_99	51.91	0.78 	polypolish
SemiBin_0	99.99	1.77 	polypolish
SemiBin_1	95.73	1.76 	polypolish
SemiBin_10	93.15	7.82 	polypolish
SemiBin_100	46.31	0.94 	polypolish
SemiBin_101	55.23	1.79 	polypolish
SemiBin_102	58.57	1.19 	polypolish
SemiBin_103	61.92	2.55 	polypolish
SemiBin_104	57.4	5.24 	polypolish
SemiBin_105	63.16	2.03 	polypolish
SemiBin_106	70.59	3.37 	polypolish
SemiBin_107	59.75	0.77 	polypolish
SemiBin_109	52.93	0.31 	polypolish
SemiBin_11	80.64	2.75 	polypolish
SemiBin_110	42.2	4.28 	polypolish
SemiBin_111	55.51	9.34 	polypolish
SemiBin_112	51.34	0.57 	polypolish
SemiBin_113	54.93	8.92 	polypolish
SemiBin_114	49.41	1.69 	polypolish
SemiBin_117	44.99	2.08 	polypolish
SemiBin_118	56.9	1.45 	polypolish
SemiBin_1181	44.66	10.36 	polypolish
SemiBin_12	93.99	0.19 	polypolish
SemiBin_120	58.98	0.59 	polypolish
SemiBin_123	38.17	3.45 	polypolish
SemiBin_124	85.26	0.16 	polypolish
SemiBin_125	63.48	0.29 	polypolish
SemiBin_126	45.53	1.35 	polypolish
SemiBin_128	73.12	0.21 	polypolish
SemiBin_13	93.34	2.24 	polypolish
SemiBin_130	73.49	0.14 	polypolish
SemiBin_134	55.21	0.92 	polypolish
SemiBin_135	61.06	1.68 	polypolish
SemiBin_136	37.19	1.41 	polypolish
SemiBin_139	81.54	5.7 	polypolish
SemiBin_14	74.9	0.03 	polypolish
SemiBin_140	48.29	3.39 	polypolish
SemiBin_142	46.83	0.95 	polypolish
SemiBin_145	59.75	0.8 	polypolish
SemiBin_146	43.21	1.74 	polypolish
SemiBin_148	50.66	1.99 	polypolish
SemiBin_15	87.45	0.63 	polypolish
SemiBin_153	50.16	3.19 	polypolish
SemiBin_16	92.12	0.81 	polypolish
SemiBin_160	80.3	0.93 	polypolish
SemiBin_162	79.6	7.85 	polypolish
SemiBin_166	50.48	1.16 	polypolish
SemiBin_167	44.32	1.15 	polypolish
SemiBin_169	59.89	5.47 	polypolish
SemiBin_171	44.05	0.1 	polypolish
SemiBin_179	51.64	2.06 	polypolish
SemiBin_18	79.16	3.97 	polypolish
SemiBin_1817	51.33	7.13 	polypolish
SemiBin_182	63.62	1.78 	polypolish
SemiBin_189	56.93	0.34 	polypolish
SemiBin_190	46.25	3.18 	polypolish
SemiBin_198	41.85	1.57 	polypolish
SemiBin_199	62.2	7.05 	polypolish
SemiBin_2	99.95	2.54 	polypolish
SemiBin_20	93.69	4.75 	polypolish
SemiBin_21	78.26	2.0 	polypolish
SemiBin_215	49.26	1.27 	polypolish
SemiBin_22	81.25	3.02 	polypolish
SemiBin_224	66.8	1.91 	polypolish
SemiBin_23	86.23	0.34 	polypolish
SemiBin_234	78.64	0.52 	polypolish
SemiBin_24	89.24	0.81 	polypolish
SemiBin_242	76.74	5.02 	polypolish
SemiBin_25	75.01	1.97 	polypolish
SemiBin_255	48.72	3.08 	polypolish
SemiBin_257	52.27	0.35 	polypolish
SemiBin_26	95.83	1.38 	polypolish
SemiBin_27	72.96	1.38 	polypolish
SemiBin_28	71.18	1.69 	polypolish
SemiBin_29	81.78	0.78 	polypolish
SemiBin_297	53.66	3.69 	polypolish
SemiBin_3	90.0	0.16 	polypolish
SemiBin_30	95.75	2.22 	polypolish
SemiBin_307	51.14	4.51 	polypolish
SemiBin_31	77.52	3.01 	polypolish
SemiBin_310	80.45	0.22 	polypolish
SemiBin_33	91.37	0.48 	polypolish
SemiBin_34	85.84	1.81 	polypolish
SemiBin_35	81.74	6.16 	polypolish
SemiBin_36	91.94	7.0 	polypolish
SemiBin_363	80.87	0.37 	polypolish
SemiBin_37	85.01	6.78 	polypolish
SemiBin_38	80.09	2.93 	polypolish
SemiBin_39	65.56	1.31 	polypolish
SemiBin_4	91.44	7.97 	polypolish
SemiBin_40	88.02	7.5 	polypolish
SemiBin_406	52.2	4.57 	polypolish
SemiBin_41	84.6	1.16 	polypolish
SemiBin_416	73.14	4.24 	polypolish
SemiBin_42	91.94	7.3 	polypolish
SemiBin_43	68.32	8.12 	polypolish
SemiBin_44	54.8	3.58 	polypolish
SemiBin_45	57.05	2.3 	polypolish
SemiBin_46	78.3	0.93 	polypolish
SemiBin_47	76.41	1.51 	polypolish
SemiBin_48	59.32	1.88 	polypolish
SemiBin_487	43.09	1.91 	polypolish
SemiBin_49	79.58	2.27 	polypolish
SemiBin_5	87.03	1.94 	polypolish
SemiBin_50	72.26	2.54 	polypolish
SemiBin_51	71.22	4.51 	polypolish
SemiBin_52	74.72	7.15 	polypolish
SemiBin_522	49.11	3.59 	polypolish
SemiBin_53	58.84	3.88 	polypolish
SemiBin_54	67.13	1.15 	polypolish
SemiBin_55	72.82	1.58 	polypolish
SemiBin_56	79.58	8.29 	polypolish
SemiBin_57	76.25	1.16 	polypolish
SemiBin_58	63.01	0.18 	polypolish
SemiBin_59	76.72	0.93 	polypolish
SemiBin_6	89.8	3.17 	polypolish
SemiBin_60	67.43	1.2 	polypolish
SemiBin_61	65.94	2.15 	polypolish
SemiBin_62	78.25	2.81 	polypolish
SemiBin_63	58.18	0.66 	polypolish
SemiBin_64	84.91	3.08 	polypolish
SemiBin_65	67.75	0.43 	polypolish
SemiBin_66	83.98	3.18 	polypolish
SemiBin_67	52.51	3.7 	polypolish
SemiBin_68	50.69	1.33 	polypolish
SemiBin_685	57.74	2.79 	polypolish
SemiBin_69	47.81	5.24 	polypolish
SemiBin_7	68.08	3.61 	polypolish
SemiBin_70	52.76	3.28 	polypolish
SemiBin_71	44.66	1.18 	polypolish
SemiBin_72	46.5	0.27 	polypolish
SemiBin_73	64.24	0.81 	polypolish
SemiBin_74	61.13	2.59 	polypolish
SemiBin_75	63.41	1.19 	polypolish
SemiBin_76	90.77	0.19 	polypolish
SemiBin_77	51.76	7.15 	polypolish
SemiBin_78	48.65	0.17 	polypolish
SemiBin_79	65.98	1.6 	polypolish
SemiBin_8	100.0	2.84 	polypolish
SemiBin_80	65.35	3.34 	polypolish
SemiBin_81	100.0	3.65 	polypolish
SemiBin_810	54.57	3.33 	polypolish
SemiBin_83	59.04	0.88 	polypolish
SemiBin_84	62.15	5.38 	polypolish
SemiBin_85	61.36	1.09 	polypolish
SemiBin_88	47.44	1.65 	polypolish
SemiBin_89	57.76	0.98 	polypolish
SemiBin_9	94.28	0.36 	polypolish
SemiBin_90	85.93	1.38 	polypolish
SemiBin_91	52.19	0.46 	polypolish
SemiBin_92	68.34	0.25 	polypolish
SemiBin_93	62.75	3.77 	polypolish
SemiBin_94	49.43	8.54 	polypolish
SemiBin_95	53.82	1.9 	polypolish
SemiBin_96	54.1	3.85 	polypolish
SemiBin_97	44.24	0.54 	polypolish
SemiBin_98	50.29	4.56 	polypolish
SemiBin_99	72.48	3.4 	polypolish
SemiBin_0	97.79	0.1 	polypolish
SemiBin_1	99.99	0.0 	polypolish
SemiBin_10	90.05	0.95 	polypolish
SemiBin_101	56.94	0.49 	polypolish
SemiBin_102	53.16	1.9 	polypolish
SemiBin_104	56.28	2.76 	polypolish
SemiBin_105	55.61	8.7 	polypolish
SemiBin_106	51.22	1.66 	polypolish
SemiBin_109	68.43	0.47 	polypolish
SemiBin_11	92.33	0.06 	polypolish
SemiBin_114	50.08	10.04 	polypolish
SemiBin_116	69.5	0.56 	polypolish
SemiBin_118	47.75	0.48 	polypolish
SemiBin_119	42.93	2.19 	polypolish
SemiBin_12	98.89	2.5 	polypolish
SemiBin_121	56.35	2.79 	polypolish
SemiBin_123	72.12	2.71 	polypolish
SemiBin_125	68.17	3.54 	polypolish
SemiBin_126	65.15	2.76 	polypolish
SemiBin_129	45.45	0.34 	polypolish
SemiBin_13	97.95	1.13 	polypolish
SemiBin_132	60.93	1.41 	polypolish
SemiBin_135	60.07	1.6 	polypolish
SemiBin_138	54.07	6.12 	polypolish
SemiBin_14	94.67	6.8 	polypolish
SemiBin_148	67.49	5.83 	polypolish
SemiBin_149	40.62	5.93 	polypolish
SemiBin_15	92.63	0.37 	polypolish
SemiBin_158	57.31	1.86 	polypolish
SemiBin_16	89.77	1.0 	polypolish
SemiBin_1607	43.87	6.32 	polypolish
SemiBin_1612	34.75	2.53 	polypolish
SemiBin_163	34.25	4.22 	polypolish
SemiBin_164	63.53	2.11 	polypolish
SemiBin_1646	52.8	8.25 	polypolish
SemiBin_169	60.32	0.78 	polypolish
SemiBin_17	77.68	0.44 	polypolish
SemiBin_171	46.03	0.45 	polypolish
SemiBin_172	45.87	1.08 	polypolish
SemiBin_174	71.75	2.15 	polypolish
SemiBin_18	84.96	2.54 	polypolish
SemiBin_19	88.36	2.01 	polypolish
SemiBin_195	41.5	0.81 	polypolish
SemiBin_2	100.0	0.92 	polypolish
SemiBin_20	77.18	1.34 	polypolish
SemiBin_200	58.69	1.32 	polypolish
SemiBin_205	35.34	1.21 	polypolish
SemiBin_207	51.47	5.19 	polypolish
SemiBin_209	35.27	5.1 	polypolish
SemiBin_21	89.56	1.11 	polypolish
SemiBin_22	73.06	1.18 	polypolish
SemiBin_221	40.62	2.84 	polypolish
SemiBin_222	47.53	2.98 	polypolish
SemiBin_23	72.52	2.89 	polypolish
SemiBin_24	80.8	0.65 	polypolish
SemiBin_25	76.98	2.06 	polypolish
SemiBin_26	92.64	9.35 	polypolish
SemiBin_27	87.58	2.8 	polypolish
SemiBin_28	73.36	0.63 	polypolish
SemiBin_29	75.89	2.07 	polypolish
SemiBin_3	87.8	2.73 	polypolish
SemiBin_30	92.49	5.02 	polypolish
SemiBin_301	81.71	0.26 	polypolish
SemiBin_31	91.46	6.27 	polypolish
SemiBin_32	88.99	3.17 	polypolish
SemiBin_320	48.91	3.12 	polypolish
SemiBin_33	55.82	0.28 	polypolish
SemiBin_34	88.86	7.21 	polypolish
SemiBin_35	60.27	0.38 	polypolish
SemiBin_36	92.33	8.45 	polypolish
SemiBin_37	74.17	3.06 	polypolish
SemiBin_38	96.33	0.97 	polypolish
SemiBin_39	86.28	2.9 	polypolish
SemiBin_4	99.97	1.14 	polypolish
SemiBin_40	62.01	3.48 	polypolish
SemiBin_41	89.84	0.23 	polypolish
SemiBin_42	69.45	2.27 	polypolish
SemiBin_431	63.73	5.08 	polypolish
SemiBin_436	42.82	2.91 	polypolish
SemiBin_44	78.15	0.37 	polypolish
SemiBin_45	76.46	1.22 	polypolish
SemiBin_46	70.73	0.35 	polypolish
SemiBin_47	76.66	5.28 	polypolish
SemiBin_48	56.26	5.56 	polypolish
SemiBin_49	68.5	4.77 	polypolish
SemiBin_5	97.73	0.8 	polypolish
SemiBin_51	68.11	1.95 	polypolish
SemiBin_52	55.95	3.51 	polypolish
SemiBin_53	82.19	2.82 	polypolish
