#seq_name,length,cov.,circ.,repeat,mult.,alt_group,graph_path,MAG
sample5_contig_138459,17698,8,Y,N,2,*,138459,
sample5_contig_136213,17440,5,Y,N,1,*,136213,
sample5_contig_15434,16699,11,Y,Y,1,196,15434,
sample5_contig_133432,16664,57,Y,N,10,*,133432,
sample5_contig_138474,16664,5,Y,Y,1,*,138474,
sample5_contig_136577,16569,7,Y,N,1,*,136577,
sample5_contig_138265,16461,7,Y,N,1,*,138265,
sample5_contig_135589,16388,6,Y,Y,2,*,135589,
sample5_contig_131027,16168,9,Y,Y,1,9360,131027,
sample5_contig_86396,16006,13,Y,N,2,*,86396,
sample5_contig_138349,15981,33,Y,N,5,*,138349,
sample5_contig_137267,15911,5,Y,N,1,*,137267,
sample5_contig_132504,15890,5,Y,Y,1,*,132504,
sample5_contig_136863,15788,5,Y,N,1,*,136863,
sample5_contig_138370,15109,15,Y,N,3,*,138370,
sample5_contig_75588,14843,14,Y,N,1,*,75588,
sample5_contig_133382,14808,20,Y,N,3,*,133382,
sample5_contig_96845,14720,3,Y,Y,1,986,96845,
sample5_contig_69968,14719,9,Y,Y,1,828,69968,
sample5_contig_68473,14474,5,Y,Y,1,806,68473,
sample5_contig_135699,14303,6,Y,Y,3,*,135699,
sample5_contig_32696,14111,3,Y,Y,1,438,32696,
sample5_contig_135388,14003,4,Y,Y,1,1176,135388,
sample5_contig_30596,13587,3,Y,Y,1,412,30596,
sample5_contig_4449,13544,3,Y,Y,1,54,4449,
sample5_contig_70033,13448,11,Y,N,2,*,70033,
sample5_contig_135347,13366,4,Y,N,1,*,135347,
sample5_contig_19930,13335,6,Y,N,1,*,19930,
sample5_contig_137959,12878,4,Y,Y,1,*,137959,
sample5_contig_131426,12599,11,Y,N,2,*,131426,
sample5_contig_68492,12247,7,Y,Y,1,808,68492,
sample5_contig_11977,12165,3,Y,Y,1,10400,11977,
sample5_contig_137079,11912,6,Y,N,1,*,137079,
sample5_contig_118752,11689,9,Y,N,2,*,118752,
sample5_contig_137861,11540,4,Y,Y,1,1222,137861,
sample5_contig_58359,11059,4,Y,Y,1,718,58359,
sample5_contig_138344,10990,8,Y,N,1,*,138344,
sample5_contig_24128,10903,7,Y,N,1,*,24128,
sample5_contig_137977,10782,7,Y,N,1,*,137977,
sample5_contig_8938,10736,7,Y,Y,1,9542,8938,
sample5_contig_15542,10669,5,Y,Y,1,204,15542,
sample5_contig_48847,10540,3,Y,Y,1,9810,48847,
sample5_contig_27211,10513,31,Y,N,5,*,27211,
sample5_contig_137600,10419,7,Y,N,1,*,137600,
sample5_contig_63039,10405,12,Y,N,1,*,63039,
sample5_contig_132224,10327,19,Y,Y,3,10692,132224,
sample5_contig_138483,10105,3,Y,Y,1,*,138483,
sample5_contig_105542,10081,3,Y,Y,1,1020,105542,
sample5_contig_99280,10064,3,Y,Y,1,1002,99280,
sample5_contig_19101,9833,5,Y,Y,1,11032,19101,
sample5_contig_60581,9703,4,Y,Y,1,728,60581,
sample5_contig_136839,9685,3,Y,Y,1,1208,136839,
sample5_contig_40550,9660,25,Y,N,5,*,40550,
sample5_contig_74760,9644,4,Y,Y,1,864,74760,
sample5_contig_3542,9643,3,Y,Y,1,9486,3542,
sample5_contig_137862,9591,4,Y,N,1,*,137862,
sample5_contig_8355,9550,10,Y,Y,1,9998,8355,
sample5_contig_132907,9198,4,Y,Y,1,11248,132907,
sample5_contig_21592,9107,3,Y,Y,1,10970,21592,
sample5_contig_29353,8995,8,Y,Y,1,388,29353,
sample5_contig_17836,8841,9,Y,Y,1,230,17836,
sample5_contig_39401,8718,4,Y,Y,1,510,39401,
sample5_contig_40822,8713,8,Y,Y,1,526,40822,
sample5_contig_83209,8699,4,Y,Y,1,9374,83209,
sample5_contig_18308,8686,26,Y,N,4,*,18308,
sample5_contig_31270,8605,9,Y,Y,1,11830,31270,
sample5_contig_32790,8320,7,Y,Y,1,442,32790,
sample5_contig_4423,8258,8,Y,Y,1,9582,4423,
sample5_contig_30182,8158,6,Y,Y,1,12064,30182,
sample5_contig_44568,8080,5,Y,Y,1,13896,44568,
sample5_contig_131024,8031,9,Y,Y,1,9356,131024,
sample5_contig_5513,8014,6,Y,Y,1,12786,5513,
sample5_contig_34951,7946,3,Y,Y,1,*,34951,
sample5_contig_29890,7901,8,Y,Y,1,9950,29890,
sample5_contig_75542,7840,3,Y,Y,1,876,75542,
sample5_contig_56222,7832,6,Y,N,1,*,56222,
sample5_contig_137053,7817,12,Y,N,1,*,137053,
sample5_contig_136548,7791,6,Y,Y,1,10278,136548,
sample5_contig_135084,7733,3,Y,Y,1,11120,135084,
sample5_contig_37787,7680,3,Y,Y,1,500,37787,
sample5_contig_36197,7621,4,Y,Y,1,478,36197,
sample5_contig_71490,7567,4,Y,Y,1,12044,71490,
sample5_contig_22891,7536,3,Y,Y,1,308,22891,
sample5_contig_106202,7521,3,Y,Y,1,1030,106202,
sample5_contig_53461,7514,44,Y,N,8,*,53461,
sample5_contig_56595,7452,4,Y,Y,1,*,56595,
sample5_contig_133560,7435,6,Y,N,1,*,133560,
sample5_contig_120881,7343,4,Y,Y,1,12934,120881,
sample5_contig_135788,7250,3,Y,Y,1,1182,135788,
sample5_contig_63739,7237,20,Y,Y,6,12944,63739,
sample5_contig_77918,7227,5,Y,Y,1,12662,77918,
sample5_contig_16601,7061,9,Y,N,1,*,16601,
sample5_contig_135328,7055,39,Y,Y,6,12666,135328,
sample5_contig_101424,7051,3,Y,Y,1,1010,101424,
sample5_contig_45942,7026,5,Y,Y,1,11928,45942,
sample5_contig_69101,7004,4,Y,Y,1,818,69101,
sample5_contig_127193,6997,12,Y,N,1,*,127193,
sample5_contig_136916,6934,3,Y,N,1,*,136916,
sample5_contig_48727,6881,10,Y,Y,1,622,48727,
sample5_contig_15358,6868,6,Y,Y,1,15092,15358,
sample5_contig_66437,6771,18,Y,Y,3,13036,66437,
sample5_contig_126532,6724,6,Y,N,1,*,126532,
sample5_contig_136364,6710,3,Y,Y,1,10920,136364,
sample5_contig_41875,6707,12,Y,Y,2,546,41875,
sample5_contig_44563,6683,3,Y,Y,1,10522,44563,
sample5_contig_138470,6678,5,Y,N,1,*,138470,
sample5_contig_134759,6631,3,Y,Y,1,1164,134759,
sample5_contig_15329,6595,6,Y,Y,1,9578,15329,
sample5_contig_41012,6558,14,Y,N,2,*,41012,
sample5_contig_13998,6455,6,Y,Y,1,10660,13998,
sample5_contig_94757,6396,9,Y,Y,1,11806,94757,
sample5_contig_131381,6358,42,Y,Y,7,9722,131381,
sample5_contig_125938,6257,21,Y,N,3,*,125938,
sample5_contig_131474,6247,6,Y,N,1,*,131474,
sample5_contig_91150,6209,4,Y,Y,1,966,91150,
sample5_contig_15587,6179,4,Y,Y,1,10790,15587,
sample5_contig_75051,6138,3,Y,Y,1,13966,75051,
sample5_contig_66407,6134,6,Y,Y,1,10126,66407,
sample5_contig_54427,6049,123,Y,N,20,*,54427,
sample5_contig_131511,6041,21,Y,N,3,*,131511,
sample5_contig_82147,6039,3,Y,Y,1,12818,82147,
sample5_contig_135547,6004,13,Y,N,1,*,135547,
sample5_contig_28741,5978,3,Y,Y,1,378,28741,
sample5_contig_41251,5908,9,Y,Y,1,12282,41251,
sample5_contig_40904,5809,4,Y,Y,1,12274,40904,
sample5_contig_54861,5800,3,Y,Y,1,686,54861,
sample5_contig_134060,5768,25,Y,N,4,*,134060,
sample5_contig_65715,5663,5,Y,Y,1,784,65715,
sample5_contig_38276,5598,4,Y,Y,1,504,38276,
sample5_contig_138154,5578,8,Y,N,1,*,138154,
sample5_contig_49502,5568,4,Y,Y,1,12636,49502,
sample5_contig_46041,5554,8,Y,Y,1,13912,46041,
sample5_contig_137454,5542,15,Y,N,3,*,137454,
sample5_contig_68752,5477,4,Y,Y,1,810,68752,
sample5_contig_137667,5467,6,Y,N,1,*,137667,
sample5_contig_65608,5436,9,Y,Y,1,13004,65608,
sample5_contig_106471,5430,4,Y,Y,1,14056,106471,
sample5_contig_137816,5430,4,Y,N,1,*,137816,
sample5_contig_119536,5412,8,Y,Y,1,10934,119536,
sample5_contig_21685,5355,5,Y,N,1,*,21685,
sample5_contig_138228,5112,5,Y,N,1,*,138228,
sample5_contig_138429,5074,20,Y,N,3,*,138429,
sample5_contig_137442,4973,6,Y,Y,1,*,137442,
sample5_contig_108461,4958,8,Y,Y,1,21912,108461,
sample5_contig_138211,4955,9,Y,Y,1,*,138211,
sample5_contig_133124,4926,3,Y,Y,1,9782,133124,
sample5_contig_2489,4901,18,Y,Y,2,19806,2489,
sample5_contig_122813,4807,5,Y,Y,1,9266,122813,
sample5_contig_107613,4753,14,Y,Y,2,14058,107613,
sample5_contig_133823,4738,5,Y,Y,1,13700,133823,
sample5_contig_27878,4689,4,Y,Y,1,9514,27878,
sample5_contig_134965,4627,7,Y,Y,1,*,134965,
sample5_contig_98580,4627,5,Y,Y,1,11750,98580,
sample5_contig_112050,4626,10,Y,Y,1,9806,112050,
sample5_contig_25075,4625,8,Y,Y,1,11444,25075,
sample5_contig_30447,4565,7,Y,Y,1,*,30447,
sample5_contig_98858,4545,6,Y,Y,1,12938,98858,
sample5_contig_73080,4544,7,Y,Y,1,*,73080,
sample5_contig_65716,4528,12,Y,Y,1,786,65716,
sample5_contig_44788,4519,8,Y,Y,1,12018,44788,
sample5_contig_20673,4508,3,Y,Y,1,*,20673,
sample5_contig_47910,4484,6,Y,N,1,*,47910,
sample5_contig_32414,4479,3,Y,Y,1,*,32414,
sample5_contig_83889,4449,9,Y,Y,1,*,83889,
sample5_contig_132808,4434,8,Y,Y,1,13732,132808,
sample5_contig_9472,4425,4,Y,Y,1,10114,9472,
sample5_contig_88806,4407,3,Y,Y,1,13344,88806,
sample5_contig_4958,4322,30,Y,Y,7,12318,4958,
sample5_contig_70546,4298,3,Y,Y,1,832,70546,
sample5_contig_115832,4294,3,Y,Y,1,1080,115832,
sample5_contig_136600,4243,8,Y,Y,1,13106,136600,
sample5_contig_137873,4240,11,Y,Y,1,*,137873,
sample5_contig_7048,4217,15,Y,Y,2,9870,7048,
sample5_contig_138473,4205,5,Y,Y,1,*,138473,
sample5_contig_69100,4173,5,Y,Y,1,816,69100,
sample5_contig_29327,4167,4,Y,Y,1,*,29327,
sample5_contig_134149,4155,14,Y,Y,2,*,134149,
sample5_contig_72025,4151,5,Y,Y,1,18392,72025,
sample5_contig_5491,4108,11,Y,Y,2,9680,5491,
sample5_contig_49748,4065,22,Y,Y,3,12580,49748,
sample5_contig_136284,4045,7,Y,Y,1,*,136284,
sample5_contig_28991,4031,4,Y,Y,1,13612,28991,
sample5_contig_109050,4002,14,Y,Y,2,*,109050,
sample5_contig_39166,4000,7,Y,Y,1,13802,39166,
sample5_contig_44079,3986,7,Y,Y,1,10870,44079,
sample5_contig_132699,3841,4,Y,Y,1,*,132699,
sample5_contig_114866,3826,15,Y,Y,2,*,114866,
sample5_contig_65120,3788,14,Y,Y,2,12986,65120,
sample5_contig_132995,3745,15,Y,Y,3,*,132995,
sample5_contig_14345,3737,3,Y,Y,1,20484,14345,
sample5_contig_138457,3696,8,Y,Y,1,*,138457,
sample5_contig_36005,3663,3,Y,Y,1,11390,36005,
sample5_contig_68999,3635,11,Y,Y,2,*,68999,
sample5_contig_16247,3622,10,Y,Y,2,10434,16247,
sample5_contig_138126,3604,12,Y,Y,2,*,138126,
sample5_contig_135073,3601,7,Y,Y,1,*,135073,
sample5_contig_138475,3597,6,Y,Y,1,*,138475,
sample5_contig_4254,3592,5,Y,Y,1,9566,4254,
sample5_contig_138276,3588,5,Y,Y,1,*,138276,
sample5_contig_131576,3583,6,Y,Y,1,9974,131576,
sample5_contig_58606,3511,11,Y,Y,2,*,58606,
sample5_contig_82834,3452,14,Y,Y,1,*,82834,
sample5_contig_132372,3438,6,Y,Y,1,*,132372,
sample5_contig_138274,3438,7,Y,Y,1,*,138274,
sample5_contig_137361,3382,6,Y,Y,1,*,137361,
sample5_contig_56503,3338,16,Y,Y,2,*,56503,
sample5_contig_92264,3334,3,Y,Y,1,970,92264,
sample5_contig_70378,3318,20,Y,Y,3,*,70378,
sample5_contig_95689,3288,5,Y,Y,1,*,95689,
sample5_contig_71164,3282,13,Y,Y,2,*,71164,
sample5_contig_133132,3272,19,Y,Y,2,*,133132,
sample5_contig_40696,3231,11,Y,Y,1,*,40696,
sample5_contig_137034,3207,3,Y,Y,1,*,137034,
sample5_contig_60836,3111,20,Y,Y,3,*,60836,
sample5_contig_102489,3094,10,Y,Y,1,*,102489,
sample5_contig_122426,3092,6,Y,Y,1,*,122426,
sample5_contig_50307,3083,7,Y,Y,1,9204,50307,
sample5_contig_36747,3079,3,Y,Y,1,13656,36747,
sample5_contig_132705,2984,29,Y,Y,5,*,132705,
sample5_contig_137473,2935,11,Y,Y,1,*,137473,
sample5_contig_119913,2889,11,Y,Y,1,*,119913,
sample5_contig_8433,2882,31,Y,Y,5,*,8433,
sample5_contig_34450,2838,18,Y,Y,3,12014,34450,
sample5_contig_138460,2812,25,Y,Y,4,*,138460,
sample5_contig_137586,2809,4,Y,Y,1,13388,137586,
sample5_contig_136665,2798,15,Y,Y,1,*,136665,
sample5_contig_134987,2772,4,Y,Y,2,1168,134987,
sample5_contig_131246,2699,14,Y,Y,2,9554,131246,
sample5_contig_12733,2660,9,Y,Y,1,*,12733,
sample5_contig_136177,2618,3,Y,Y,1,12380,136177,
sample5_contig_35005,2612,20,Y,Y,3,*,35005,
sample5_contig_131477,2568,3,Y,Y,1,9878,131477,
sample5_contig_51432,2561,4,Y,Y,1,13772,51432,
sample5_contig_26259,2553,3,Y,Y,1,11520,26259,
sample5_contig_32027,2521,7,Y,Y,1,*,32027,
sample5_contig_22725,2519,37,Y,Y,6,*,22725,
sample5_contig_84121,2517,19,Y,Y,3,*,84121,
sample5_contig_28672,2422,7,Y,Y,1,*,28672,
sample5_contig_67106,2394,3,Y,Y,1,9964,67106,
sample5_contig_137509,2324,3,Y,Y,1,13372,137509,
sample5_contig_110081,2296,13,Y,Y,2,*,110081,
sample5_contig_76410,2260,35,Y,Y,6,*,76410,
sample5_contig_97439,2233,14,Y,Y,1,*,97439,
sample5_contig_30668,2223,8,Y,Y,1,*,30668,
sample5_contig_13422,2094,30,Y,Y,4,11512,13422,
sample5_contig_25485,1967,6,Y,Y,1,*,25485,
sample5_contig_65237,1862,3,Y,Y,1,21182,65237,
sample5_contig_137244,1815,10,Y,Y,1,10326,137244,
sample5_contig_17075,1735,8,Y,Y,1,10306,17075,
sample5_contig_134980,1669,10,Y,Y,1,12498,134980,
sample5_contig_6724,1622,5,Y,Y,1,9832,6724,
sample5_contig_91828,1560,12,Y,Y,2,*,91828,
sample5_contig_7174,1538,4,Y,Y,1,*,7174,
sample5_contig_24364,1493,4,Y,Y,1,11404,24364,
sample5_contig_12537,1267,5,Y,Y,1,10456,12537,
sample5_contig_136487,1129,30,Y,Y,4,*,136487,
sample5_contig_5632,929,3,Y,Y,1,11998,5632,
sample5_contig_3533,904,3,Y,Y,1,13574,3533,
sample5_contig_54181,867,3,Y,Y,1,12714,54181,
sample5_contig_15591,855,8,Y,Y,1,10792,15591,
sample5_contig_86531,830,3,Y,Y,1,11798,86531,
sample5_contig_32591,798,4,Y,Y,1,15096,32591,
sample5_contig_13808,775,7,Y,Y,1,10632,13808,
sample5_contig_68755,756,5,Y,Y,1,10240,68755,
sample5_contig_95297,737,24,Y,Y,4,*,95297,
sample5_contig_13623,736,7,Y,Y,1,10596,13623,
sample5_contig_28677,736,3,Y,Y,1,13814,28677,
sample5_contig_13928,729,7,Y,Y,1,13672,13928,
sample5_contig_29040,695,4,Y,Y,1,13820,29040,
sample5_contig_5881,679,8,Y,Y,1,9740,5881,
sample5_contig_59907,661,4,Y,Y,1,12858,59907,
sample5_contig_34002,641,3,Y,Y,1,456,34002,
sample5_contig_111222,625,3,Y,Y,1,11108,111222,
sample5_contig_16782,596,4,Y,Y,1,12842,16782,
sample5_contig_85288,577,4,Y,Y,1,13366,85288,
sample5_contig_41098,570,3,Y,Y,1,532,41098,
sample5_contig_36974,569,17,Y,Y,2,12682,36974,
sample5_contig_13911,564,6,Y,Y,1,13670,13911,
sample5_contig_15477,551,3,Y,Y,1,198,15477,
sample5_contig_18246,536,3,Y,Y,1,236,18246,
sample5_contig_33892,533,7,Y,Y,1,13294,33892,
sample5_contig_12312,506,5,Y,Y,1,10440,12312,
sample5_contig_16688,459,3,Y,Y,1,*,16688,
sample5_contig_56612,384,5,Y,Y,1,11186,56612,
sample5_contig_8384,286,3,Y,Y,1,10010,8384,
sample5_contig_51242,166,4,Y,Y,1,11664,51242,
sample6_contig_99823,131543,13,Y,N,2,*,99823,
sample6_contig_102474,123498,10,Y,N,2,*,102474,
sample6_contig_19414,81110,5,Y,N,1,*,19414,
sample6_contig_102139,77470,9,Y,N,1,*,102139,
sample6_contig_81755,74557,6,Y,N,1,*,81755,
sample6_contig_104363,61598,7,Y,N,1,*,104363,
sample6_contig_104471,58936,6,Y,N,1,*,104471,
sample6_contig_99774,55089,8,Y,N,1,*,99774,
sample6_contig_104403,53707,17,Y,N,3,*,104403,
sample6_contig_104454,52835,5,Y,N,1,*,104454,
sample6_contig_101318,51056,6,Y,N,1,*,101318,
sample6_contig_32345,50702,18,Y,N,3,*,32345,
sample6_contig_16678,50148,11,Y,N,1,*,16678,
sample6_contig_101182,48305,3,Y,Y,1,*,101182,
sample6_contig_103468,47879,6,Y,N,1,*,103468,
sample6_contig_49575,46113,22,Y,N,4,*,49575,
sample6_contig_11438,45099,12,Y,Y,2,58,11438,
sample6_contig_104539,44152,6,Y,N,1,*,104539,
sample6_contig_104519,42446,11,Y,N,2,*,104519,
sample6_contig_66689,42399,6,Y,Y,2,*,66689,
sample6_contig_104430,42127,5,Y,N,1,*,104430,
sample6_contig_101207,40832,7,Y,N,1,*,101207,
sample6_contig_47509,39238,7,Y,N,1,*,47509,
sample6_contig_1784,37951,11,Y,N,1,*,1784,
sample6_contig_104341,37711,4,Y,Y,1,*,104341,
sample6_contig_65991,37001,5,Y,Y,1,268,65991,
sample6_contig_104541,35994,7,Y,N,1,*,104541,
sample6_contig_101550,35930,4,Y,N,1,*,101550,
sample6_contig_103227,35494,6,Y,Y,2,*,103227,
sample6_contig_99389,32088,8,Y,N,1,*,99389,
sample6_contig_57023,31487,8,Y,N,1,*,57023,
sample6_contig_103732,30440,8,Y,N,1,*,103732,
sample6_contig_1406,29975,9,Y,N,2,*,1406,
sample6_contig_103851,27092,3,Y,Y,1,*,103851,
sample6_contig_101192,26753,4,Y,Y,1,328,101192,
sample6_contig_57154,26691,3,Y,Y,1,244,57154,
sample6_contig_104522,25574,4,Y,Y,1,*,104522,
sample6_contig_104435,23531,15,Y,N,2,*,104435,
sample6_contig_7059,20046,11,Y,N,1,*,7059,
sample6_contig_100115,18260,3,Y,Y,1,314,100115,
sample6_contig_24853,18206,4,Y,Y,1,124,24853,
sample6_contig_100361,18175,8,Y,N,1,*,100361,
sample6_contig_57300,18043,9,Y,Y,1,248,57300,
sample6_contig_99508,17697,6,Y,Y,1,308,99508,
sample6_contig_29544,17547,8,Y,Y,2,166,29544,
sample6_contig_7152,16976,3,Y,Y,1,34,7152,
sample6_contig_103460,16896,4,Y,N,1,*,103460,
sample6_contig_8642,16371,3,Y,Y,1,40,8642,
sample6_contig_11002,15044,4,Y,Y,1,54,11002,
sample6_contig_33825,14060,11,Y,N,2,*,33825,
sample6_contig_17640,13305,3,Y,Y,1,86,17640,
sample6_contig_1409,12757,4,Y,Y,1,8,1409,
sample6_contig_100621,11903,4,Y,Y,1,5088,100621,
sample6_contig_41468,11652,3,Y,Y,1,212,41468,
sample6_contig_67178,11639,8,Y,N,1,*,67178,
sample6_contig_49030,10945,11,Y,Y,2,5832,49030,
sample6_contig_64963,10563,4,Y,Y,1,4422,64963,
sample6_contig_43030,10550,4,Y,Y,1,4820,43030,
sample6_contig_16610,10463,33,Y,N,5,*,16610,
sample6_contig_67595,10387,5,Y,Y,1,272,67595,
sample6_contig_26169,10263,6,Y,Y,1,132,26169,
sample6_contig_33870,9915,32,Y,Y,6,4460,33870,
sample6_contig_103969,9877,13,Y,N,2,*,103969,
sample6_contig_103658,9831,3,Y,Y,1,354,103658,
sample6_contig_102406,9671,12,Y,Y,2,346,102406,
sample6_contig_32135,9116,26,Y,Y,4,4450,32135,
sample6_contig_23385,9054,3,Y,Y,1,116,23385,
sample6_contig_70048,8881,3,Y,Y,1,*,70048,
sample6_contig_103653,8772,4,Y,N,1,*,103653,
sample6_contig_26580,8772,9,Y,Y,1,138,26580,
sample6_contig_6221,8556,4,Y,Y,1,4590,6221,
sample6_contig_14874,8353,4,Y,Y,1,4958,14874,
sample6_contig_12101,8027,13,Y,Y,1,4840,12101,
sample6_contig_101789,7972,10,Y,N,1,*,101789,
sample6_contig_101749,7899,3,Y,Y,1,4458,101749,
sample6_contig_54610,7755,11,Y,Y,1,6020,54610,
sample6_contig_9875,7736,9,Y,Y,1,46,9875,
sample6_contig_67458,7691,7,Y,Y,1,4698,67458,
sample6_contig_86965,7537,5,Y,Y,1,296,86965,
sample6_contig_52629,7497,9,Y,Y,2,5324,52629,
sample6_contig_100415,7350,12,Y,Y,1,4272,100415,
sample6_contig_39852,7263,8,Y,Y,1,5978,39852,
sample6_contig_29178,7206,11,Y,Y,1,4918,29178,
sample6_contig_19147,7120,4,Y,Y,1,94,19147,
sample6_contig_25462,7048,8,Y,Y,1,130,25462,
sample6_contig_94942,6796,7,Y,N,1,*,94942,
sample6_contig_53425,6650,4,Y,Y,1,4630,53425,
sample6_contig_55720,6453,9,Y,Y,3,4558,55720,
sample6_contig_2517,6380,13,Y,Y,2,5812,2517,
sample6_contig_79603,6351,28,Y,N,5,*,79603,
sample6_contig_103020,6318,4,Y,N,1,*,103020,
sample6_contig_39381,6318,9,Y,N,1,*,39381,
sample6_contig_9545,6313,5,Y,Y,1,44,9545,
sample6_contig_13134,6253,24,Y,N,4,*,13134,
sample6_contig_102686,6156,3,Y,Y,1,*,102686,
sample6_contig_21,5694,4,Y,Y,1,4276,21,
sample6_contig_535,5636,3,Y,Y,1,4,535,
sample6_contig_104362,5363,5,Y,N,1,*,104362,
sample6_contig_76430,4949,12,Y,Y,1,*,76430,
sample6_contig_1335,4896,6,Y,Y,1,6,1335,
sample6_contig_89092,4572,15,Y,Y,3,*,89092,
sample6_contig_99632,4370,12,Y,Y,1,*,99632,
sample6_contig_95882,4348,19,Y,Y,3,*,95882,
sample6_contig_26156,4266,20,Y,Y,3,*,26156,
sample6_contig_79013,4152,6,Y,Y,1,*,79013,
sample6_contig_104055,4104,4,Y,Y,1,*,104055,
sample6_contig_103448,3911,8,Y,Y,1,*,103448,
sample6_contig_70643,3642,9,Y,Y,1,*,70643,
sample6_contig_76246,3556,6,Y,Y,1,*,76246,
sample6_contig_103183,2571,3,Y,Y,1,5510,103183,
sample6_contig_11155,610,4,Y,Y,1,56,11155,
sample6_contig_15089,572,6,Y,Y,1,4952,15089,
sample6_contig_29657,535,11,Y,Y,2,5362,29657,
sample6_contig_27615,513,4,Y,Y,1,5936,27615,
sample6_contig_12025,498,11,Y,Y,2,4834,12025,
sample7_contig_98372,175425,13,Y,N,2,*,98372,
sample7_contig_100003,173044,7,Y,N,1,*,100003,
sample7_contig_101694,130224,15,Y,N,2,*,101694,
sample7_contig_100991,118481,14,Y,N,2,*,100991,
sample7_contig_96205,95106,12,Y,N,2,*,96205,
sample7_contig_100061,94516,5,Y,N,1,*,100061,
sample7_contig_34761,91403,9,Y,N,1,*,34761,
sample7_contig_100657,75584,129,Y,N,21,*,100657,
sample7_contig_101594,73761,5,Y,N,1,*,101594,
sample7_contig_98580,72747,5,Y,N,1,*,98580,
sample7_contig_97292,70762,22,Y,N,3,*,97292,
sample7_contig_95803,69785,17,Y,N,3,*,95803,
sample7_contig_100971,67015,114,Y,N,18,*,100971,
sample7_contig_101684,66121,3,Y,N,1,*,101684,
sample7_contig_100556,65742,5,Y,N,1,*,100556,
sample7_contig_99345,60550,15,Y,N,2,*,99345,
sample7_contig_101500,58816,7,Y,N,1,*,101500,
sample7_contig_18411,53607,13,Y,N,2,*,18411,
sample7_contig_47159,53137,8,Y,N,1,*,47159,
sample7_contig_101476,52571,8,Y,N,1,*,101476,
sample7_contig_101232,51206,53,Y,N,8,*,101232,
sample7_contig_101489,51188,8,Y,N,1,*,101489,
sample7_contig_96304,49704,66,Y,N,10,*,96304,
sample7_contig_99773,49154,29,Y,N,5,*,99773,
sample7_contig_101686,48851,4,Y,N,1,*,101686,
sample7_contig_100702,48340,8,Y,N,1,*,100702,
sample7_contig_100242,48278,41,Y,N,6,*,100242,
sample7_contig_95840,48042,9,Y,N,1,*,95840,
sample7_contig_99440,47961,10,Y,N,1,*,99440,
sample7_contig_95829,46945,5,Y,Y,1,474,95829,
sample7_contig_101556,46508,12,Y,N,1,*,101556,
sample7_contig_101697,46185,29,Y,N,5,*,101697,
sample7_contig_101200,46016,14,Y,N,1,*,101200,
sample7_contig_101592,45929,6,Y,N,1,*,101592,
sample7_contig_101563,45784,10,Y,N,1,*,101563,
sample7_contig_101480,45737,13,Y,N,2,*,101480,
sample7_contig_101539,45581,17,Y,N,2,*,101539,
sample7_contig_101665,45335,8,Y,N,1,*,101665,
sample7_contig_101655,43768,14,Y,N,2,*,101655,
sample7_contig_24900,42840,17,Y,N,3,*,24900,
sample7_contig_101695,42538,4,Y,N,1,*,101695,
sample7_contig_97436,41997,10,Y,Y,1,504,97436,
sample7_contig_101179,41887,3,Y,N,1,*,101179,
sample7_contig_101561,41764,9,Y,N,1,*,101561,
sample7_contig_3446,41526,11,Y,N,2,*,3446,
sample7_contig_24901,41307,8,Y,N,1,*,24901,
sample7_contig_80097,40506,12,Y,N,2,*,80097,
sample7_contig_101475,40302,9,Y,N,1,*,101475,
sample7_contig_101499,39139,8,Y,N,1,*,101499,
sample7_contig_101616,37930,5,Y,N,1,*,101616,
sample7_contig_49709,37418,3,Y,Y,1,334,49709,
sample7_contig_22929,37101,5,Y,Y,1,194,22929,
sample7_contig_66296,35780,3,Y,Y,1,388,66296,
sample7_contig_101625,35237,7,Y,N,1,*,101625,
sample7_contig_9134,35120,18,Y,Y,3,92,9134,
sample7_contig_96334,34320,11,Y,N,2,*,96334,
sample7_contig_39209,31661,14,Y,N,2,*,39209,
sample7_contig_101533,31140,6,Y,N,1,*,101533,
sample7_contig_10305,31056,4,Y,Y,1,*,10305,
sample7_contig_101513,30670,4,Y,N,1,*,101513,
sample7_contig_76112,27947,3,Y,Y,1,418,76112,
sample7_contig_101596,27909,7,Y,N,1,*,101596,
sample7_contig_28435,25838,3,Y,Y,1,216,28435,
sample7_contig_101575,25542,4,Y,N,1,*,101575,
sample7_contig_101599,25144,4,Y,N,1,*,101599,
sample7_contig_21554,24245,5,Y,Y,1,184,21554,
sample7_contig_8815,24203,13,Y,Y,1,78,8815,
sample7_contig_99717,23771,13,Y,Y,2,544,99717,
sample7_contig_49435,23557,11,Y,N,1,*,49435,
sample7_contig_99840,23440,3,Y,Y,1,*,99840,
sample7_contig_12812,22046,5,Y,Y,1,124,12812,
sample7_contig_100811,21983,7,Y,Y,2,*,100811,
sample7_contig_8981,21911,8,Y,Y,1,80,8981,
sample7_contig_98480,21613,4,Y,Y,1,526,98480,
sample7_contig_43539,21063,5,Y,Y,1,302,43539,
sample7_contig_97398,19468,16,Y,Y,2,502,97398,
sample7_contig_1795,19360,7,Y,N,1,*,1795,
sample7_contig_101059,18889,4,Y,Y,1,556,101059,
sample7_contig_5830,18796,3,Y,Y,1,54,5830,
sample7_contig_65654,18664,5,Y,Y,1,*,65654,
sample7_contig_29288,18575,3,Y,Y,1,222,29288,
