Sample	Mag ID	nbps	Nr contigs	N50	L50	Completeness	Contamination	Quality	Drep_95	Drep_99	S16	S23	S5	Total tRNA	Unique tRNA	GTDB	MIMAG	SGB	ARO	Drug Class	Resistance Mechanism	AMR Gene Family
sample4	sample4_SemiBin_56	4284956	27	291830	6	79.5	1.26	Medium quality	F	F	0	0	1	50	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__CADEEV01;s__	F	1736_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_57	5265176	51	128081	13	67.38	2.39	Medium quality	T	T	0	0	0	32	16	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__;s__	F	2229_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_58	6215710	25	407668	6	76.69	0.85	Medium quality	F	F	1	1	0	50	20	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__;s__	F	1787_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_59	6502274	49	161641	14	79.04	2.59	Medium quality	T	T	0	0	0	62	19	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	F	417_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample4	sample4_SemiBin_5	3003362	6	537881	2	96.73	0.64	High quality	F	T	1	1	1	46	20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	T	968_1	NA	NA	NA	NA
sample4	sample4_SemiBin_60	6997557	44	250405	10	84	8.2	Medium quality	T	T	1	1	1	44	20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__	F	51_21	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample4	sample4_SemiBin_61	4901444	20	535064	4	64.54	0.59	Medium quality	F	T	1	1	1	41	20	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__JAHEJV01;s__	F	1931_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_62	6130118	22	364041	6	76.83	4.45	Medium quality	F	T	1	1	1	75	20	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__;s__	F	226_1	3002972;3003724;3002909	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase,vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample4	sample4_SemiBin_63	2003500	18	116917	5	73.16	2.66	Medium quality	T	T	0	0	0	28	14	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	F	907_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample4	sample4_SemiBin_64	6025947	32	260840	9	84.95	2.24	Medium quality	F	T	1	1	1	42	18	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	F	1847_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_65	4429044	13	454802	4	71.05	0.17	Medium quality	F	T	0	0	0	27	16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	F	1283_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_66	4475844	30	177971	7	80.51	3.96	Medium quality	F	T	0	0	1	34	17	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-02-FULL-65-29;s__	F	1100_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample4	sample4_SemiBin_67	3375635	47	91531	12	55.96	0.27	Medium quality	T	T	1	1	1	44	20	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__Polarisedimenticolaceae;g__;s__	F	1653_2	NA	NA	NA	NA
sample4	sample4_SemiBin_68	4990561	26	248999	7	78.2	5.38	Medium quality	F	T	1	1	1	31	16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	F	1372_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_69	2426805	12	230731	4	71.78	0.63	Medium quality	T	T	1	1	1	34	17	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__VJS01;s__	F	507_1	3002959	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster
sample4	sample4_SemiBin_6	4232343	7	1090969	2	96.96	0.83	High quality	T	T	1	1	1	51	20	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__JACPZX01;f__;g__;s__	T	707_1	3002956;3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_70	4454636	20	313067	5	53.51	2.63	Medium quality	T	T	1	1	1	43	16	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__JACPHL01;g__;s__	F	1825_5	NA	NA	NA	NA
sample4	sample4_SemiBin_71	3862383	36	155721	9	72.64	4.23	Medium quality	F	T	1	1	1	52	20	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__;g__;s__	F	2525_1	NA	NA	NA	NA
sample4	sample4_SemiBin_72	5342593	38	433018	4	72.44	6.5	Medium quality	F	T	0	0	0	41	19	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__JAKFYL01;s__	F	1788_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample4	sample4_SemiBin_730	5408609	30	199005	9	50.94	7.89	Medium quality	T	T	0	0	0	59	20	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__	F	429_3	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample4	sample4_SemiBin_73	4931788	61	98252	19	77.77	1.64	Medium quality	T	T	2	2	2	38	18	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavitalea;s__	F	103_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample4	sample4_SemiBin_75	4338924	39	163895	10	59.87	0.77	Medium quality	T	T	1	1	1	45	17	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__JACKER01;s__	F	1704_1	NA	NA	NA	NA
sample4	sample4_SemiBin_76	4798628	16	518846	4	85.03	0.65	Medium quality	T	T	1	1	1	47	19	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__G020349025;f__G020349025;g__;s__	F	1627_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample4	sample4_SemiBin_77	5473981	55	151152	11	74.33	4.49	Medium quality	F	T	0	0	0	27	14	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR5;s__	F	1880_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_78	2177691	7	426613	3	54.28	0.14	Medium quality	F	T	1	1	1	38	19	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	F	2724_1	3003395	aminoglycoside antibiotic	antibiotic target alteration	antibiotic-resistant rpsL
sample4	sample4_SemiBin_79	2751476	23	182318	6	65.89	1.56	Medium quality	T	T	1	1	0	39	17	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__;g__;s__	F	184_1	NA	NA	NA	NA
sample4	sample4_SemiBin_7	4589700	16	363401	5	94.63	0.42	High quality	T	T	1	0	1	56	20	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Gp22-AA2;f__Gp22-AA2;g__;s__	F	1721_1	3000777;3002961;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_80	5204773	10	1049142	2	85.32	0.26	Medium quality	F	T	1	1	1	37	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__	F	1166_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_81	2915863	20	320689	4	57.85	2.46	Medium quality	T	T	1	1	1	38	19	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__CALZKB01;s__	F	1699_0	NA	NA	NA	NA
sample4	sample4_SemiBin_82	2419354	10	341569	4	68.55	0.12	Medium quality	F	T	1	1	1	32	18	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-544;s__	F	919_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_83	5575368	74	102679	18	54.39	1.11	Medium quality	T	T	1	1	0	31	16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__	F	1734_2	NA	NA	NA	NA
sample4	sample4_SemiBin_84	4004801	26	243667	6	77.13	3.41	Medium quality	F	T	1	1	1	42	16	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__;s__	F	1533_1	NA	NA	NA	NA
sample4	sample4_SemiBin_85	4264397	29	169475	9	77.04	5.16	Medium quality	F	T	0	0	0	36	15	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__	F	262_1	3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster
sample4	sample4_SemiBin_87	2330674	9	331116	3	55.51	0.01	Medium quality	F	T	0	0	0	9	6	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__	F	1297_1	NA	NA	NA	NA
sample4	sample4_SemiBin_8	2992174	16	258077	4	92.21	0.55	High quality	F	T	0	2	1	47	19	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__JACCXV01;f__JAHWKZ01;g__;s__	F	714_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample4	sample4_SemiBin_90	2505214	40	101619	9	53.79	6.26	Medium quality	T	T	0	0	0	47	19	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__JACPFV01;s__	F	2131_1	NA	NA	NA	NA
sample4	sample4_SemiBin_91	4209206	40	136044	10	54.4	3.7	Medium quality	T	T	1	1	1	33	15	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__	F	1120_0	NA	NA	NA	NA
sample4	sample4_SemiBin_92	3661892	24	174636	7	57.23	1.51	Medium quality	F	T	1	1	1	26	14	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__Polarisedimenticolaceae;g__;s__	F	1649_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_94	3908209	49	106869	14	61.57	1.97	Medium quality	T	T	1	1	1	36	18	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UTPLA1;g__;s__	F	1697_0	NA	NA	NA	NA
sample4	sample4_SemiBin_95	5050308	29	214090	9	64.57	0.37	Medium quality	F	T	0	0	0	23	11	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__	F	1177_2	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_96	2000981	9	215834	3	58.01	0.04	Medium quality	F	T	0	0	0	14	10	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	F	1462_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample4	sample4_SemiBin_98	3093041	37	124482	9	68.11	1.2	Medium quality	T	T	0	0	0	43	17	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__;s__	F	237_3	3002972;3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample4	sample4_SemiBin_99	5084896	36	201219	10	80	2.53	Medium quality	F	T	1	1	1	33	16	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAGVSZ01;s__	F	2299_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample4	sample4_SemiBin_9	4488378	14	333918	4	92.52	4.16	High quality	F	T	1	1	1	43	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__;s__	T	2170_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_0	3689840	18	382385	3	97.83	2.03	High quality	F	T	1	1	1	45	20	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	T	2557_1	NA	NA	NA	NA
sample5	sample5_SemiBin_103	5527035	42	146060	11	50.55	8.72	Medium quality	T	T	0	0	0	31	15	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	F	1284_0	NA	NA	NA	NA
sample5	sample5_SemiBin_105	2317109	18	163039	6	59.73	5.16	Medium quality	F	T	1	1	1	42	19	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	F	2422_1	NA	NA	NA	NA
sample5	sample5_SemiBin_106	3795961	21	227083	5	66.28	2.16	Medium quality	T	T	1	1	0	33	19	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	F	396_3	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_10	3534433	6	820561	2	92.07	0.0	High quality	T	T	1	1	1	47	20	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__WVZY01;f__JAKEHA01;g__JAKEHA01;s__	T	1548_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_114	3543286	30	140834	9	55.02	2.14	Medium quality	F	T	0	0	0	19	13	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	F	1485_2	NA	NA	NA	NA
sample5	sample5_SemiBin_115	3861577	34	132010	12	68.86	0.29	Medium quality	F	T	1	1	1	29	16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	F	1486_1	3002948	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster
sample5	sample5_SemiBin_117	5628949	108	69486	25	50.07	5.93	Medium quality	T	T	0	0	1	63	17	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Nordella;s__	F	2595_0	NA	NA	NA	NA
sample5	sample5_SemiBin_118	4128799	18	288516	5	57.73	2.9	Medium quality	T	T	1	1	1	82	20	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	F	417_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_1199	6500281	75	101699	23	50.53	8.41	Medium quality	F	T	0	0	0	41	16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	F	1367_1	NA	NA	NA	NA
sample5	sample5_SemiBin_11	5121198	12	776904	3	96.55	2.19	High quality	T	T	2	2	2	64	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__FEN-1219;s__	T	2059_1	3002956;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_124	3276353	27	151399	6	50.66	0.95	Medium quality	F	T	0	0	0	31	15	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__;s__	F	1542_1	3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster
sample5	sample5_SemiBin_126	4273405	21	245386	6	65.44	0.3	Medium quality	T	T	1	1	1	22	13	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	F	1402_2	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_12	7969574	19	629932	5	98.44	2.45	High quality	T	T	1	1	1	45	20	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	T	1279_0	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_13	6829164	16	617869	5	92.95	0.49	High quality	F	F	1	1	1	47	18	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	T	1285_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_14	4934504	18	545649	4	94.14	0.27	High quality	T	T	1	1	1	46	20	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__AA29;s__	T	1768_3	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_150	2050430	10	307890	3	55.0	0.1	Medium quality	T	T	0	0	0	33	16	d__Bacteria;p__Planctomycetota;c__JAJSAM01;o__JAKLKS01;f__JAKLKS01;g__JAKLKS01;s__	F	1688_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_153	6169267	85	100206	21	61.61	9.1	Medium quality	T	T	1	1	1	23	13	d__Bacteria;p__Tectomicrobia;c__Entotheonellia;o__Entotheonellales;f__Entotheonellaceae;g__SXND01;s__	F	300_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_158	4943716	91	62022	30	52.9	5.72	Medium quality	T	T	1	0	0	71	19	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	F	422_2	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_15	3529512	8	927558	2	98.0	1.94	High quality	T	T	1	1	1	52	20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SHZT01;s__	T	2139_1	NA	NA	NA	NA
sample5	sample5_SemiBin_162	4658824	51	129678	14	53.55	0.37	Medium quality	F	T	0	0	0	30	13	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	F	1277_1	NA	NA	NA	NA
sample5	sample5_SemiBin_16	5948257	11	828605	3	98.93	0.47	High quality	T	T	1	1	1	50	20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	T	111_1	3000777;3002945;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanH; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_178	2669480	17	224300	5	53.56	1.09	Medium quality	T	T	0	0	0	13	8	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEEJ01;s__	F	2123_9	3002956;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_179	2060434	20	155681	5	50.98	0.43	Medium quality	F	T	1	1	1	33	15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__	F	2370_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_17	5464509	34	270508	7	97.11	3.27	High quality	F	F	1	1	1	41	18	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	T	1850_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_180	4877395	65	163475	12	51.59	5.45	Medium quality	T	T	0	0	0	39	17	d__Bacteria;p__Planctomycetota;c__B15-G4;o__B15-G4;f__B15-G4;g__;s__	F	1784_0	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_18	6762223	20	431344	6	89.73	4.18	Medium quality	T	T	1	1	0	72	20	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AV2;g__;s__	F	565_0	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_195	4896480	61	110515	15	50.25	2.78	Medium quality	T	T	0	0	0	55	18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__JADGHX01;s__	F	2106_1	3000777;3005069	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_19	6358079	78	137975	16	81.98	8.48	Medium quality	T	T	1	1	1	43	20	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	F	2506_23	3000777;3007015	fluoroquinolone antibiotic; tetracycline antibiotic,disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_1	5421487	16	548231	4	98.4	0.11	High quality	T	T	1	1	1	46	20	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__CAIYRG01;s__	T	2478_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_20	5533651	22	1566057	2	93.98	2.11	High quality	F	T	1	1	1	39	20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__VBAS01;s__	T	119_3	3002944;3002972	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_210	1853864	6	394202	3	91.7	0.19	High quality	F	F	1	1	1	40	14	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__	F	29_1	NA	NA	NA	NA
sample5	sample5_SemiBin_21	7743135	21	470393	6	91.79	1.28	High quality	T	T	1	1	1	58	19	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__	T	843_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
