Protein id	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
tmp_contig_63353_polypolish@@@cpsnj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	176	285	56.49	49.08	163	WP_063864745.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_6335_polypolish@@@s12_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	308	318	94.34	46.50	314	WP_122630832.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_6335_polypolish@@@snj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	308	316	94.30	53.82	301	WP_063842948.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63363_polypolish@@@s15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	294	286	99.65	63.79	290	WP_044403015.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_6336_polypolish@@@cpsnj20_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	216	305	65.57	54.00	200	WP_063842703.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63386_polypolish@@@snj01_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	288	289	95.85	36.67	300	WP_071766402.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_6338_polypolish@@@snj14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b1_b2.fasta_1	bla	subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	247	266	91.73	47.18	248	WP_060589395.1	subclass B1 metallo-beta-lactamase	NF033088.2	subclass B1 metallo-beta-lactamase
tmp_contig_63395_polypolish@@@snj19_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	289	318	88.99	51.93	285	WP_122630832.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_633@@@s7_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	293	318	83.33	53.36	268	WP_122630832.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_633_polypolish@@@cpsnj11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	285	96.84	40.56	286	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_6340_polypolish@@@s30_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	285	312	90.38	50.00	284	WP_109342732.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_63424_polypolish@@@s28_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	289	294	97.96	65.97	288	WP_011088970.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_6342_polypolish@@@snj13_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	309	293	88.74	49.81	263	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63433_polypolish@@@cpsnj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	258	293	87.37	43.75	256	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63435_polypolish@@@s12_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	282	293	90.44	57.30	267	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63439_polypolish@@@s10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_1.fasta_1	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	152	152	98.03	61.74	149	ABL71428.1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
tmp_contig_63441_polypolish@@@cpsnj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_d2.fasta_1	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	279	289	82.01	51.82	247	WP_075071939.1	class D beta-lactamase	NF012161.0	class D beta-lactamase
tmp_contig_63441_polypolish@@@cpsnj10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	275	319	84.01	69.78	268	WP_063842272.1	class A beta-lactamase, subclass A2	NF012099.1	class A beta-lactamase, subclass A2
tmp_contig_63451_polypolish@@@cpsnj01_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	283	289	92.73	36.75	283	WP_063859390.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_6347_polypolish@@@cpsnj19_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	117	149	76.51	59.65	114	WP_085334908.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_63488_polypolish@@@cpsnj04_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	303	303	93.40	56.79	287	WP_122630831.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63506_polypolish@@@s7_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	289	289	95.50	37.46	291	WP_071766402.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63510_polypolish@@@snj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	254	293	83.96	43.37	249	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63512_polypolish@@@cpsnj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	295	293	89.76	72.62	263	WP_063842707.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63512_polypolish@@@s18_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	231	293	78.84	53.25	231	WP_219860713.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_63524_polypolish@@@snj13_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	298	302	97.02	51.00	300	WP_105837729.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_63525_polypolish@@@cpsnj11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	289	302	80.13	40.87	252	WP_071766622.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63546_polypolish@@@cpsnj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	288	282	90.07	47.67	258	WP_058468956.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63554_polypolish@@@cpsnj04_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	287	293	94.20	47.33	281	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63570_polypolish@@@snj08_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	290	293	96.59	69.26	283	WP_063842707.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63574@@@s15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_1.fasta_1	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	152	154	93.51	63.19	144	WP_011270148.1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
tmp_contig_6360_polypolish@@@cpsnj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	277	285	84.91	48.79	248	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63623_polypolish@@@snj04_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_d2.fasta_1	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	273	269	99.63	38.08	281	WP_242934118.1	class D beta-lactamase	NF012161.0	class D beta-lactamase
tmp_contig_63639_polypolish@@@s12_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	277	293	87.71	45.00	260	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63643_polypolish@@@snj10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_d2.fasta_1	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	264	292	92.47	42.07	271	WP_150664304.1	class D beta-lactamase	NF012161.0	class D beta-lactamase
tmp_contig_63651_polypolish@@@s18_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	261	282	80.50	46.09	230	WP_058468956.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_63660_polypolish@@@snj03_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	145	152	89.47	57.35	136	WP_013263788.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_63677_polypolish@@@cpsnj11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b1_b2.fasta_1	bla	subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	234	278	82.01	45.18	228	WP_122630830.1	subclass B1 metallo-beta-lactamase	NF033088.2	subclass B1 metallo-beta-lactamase
tmp_contig_63692_polypolish@@@cpsnj08_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	281	294	93.54	67.64	275	WP_011088970.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63703_polypolish@@@s20_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_1.fasta_1	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	151	165	89.09	69.39	147	WP_063840260.1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
tmp_contig_63708_polypolish@@@snj19_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	145	146	96.58	42.66	143	WP_005296085.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_63720_polypolish@@@snj14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_1.fasta_1	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	149	152	98.03	60.40	149	ABL71428.1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
tmp_contig_63721_polypolish@@@s26_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	155	289	52.60	46.05	152	WP_041884311.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_63747_polypolish@@@s25_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	298	293	89.42	45.42	262	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63775_polypolish@@@cpsnj01_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	286	289	88.24	48.83	256	WP_041884311.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_6377_polypolish@@@snj08_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_1.fasta_1	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	152	165	89.70	64.86	148	WP_063840260.1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
tmp_contig_63787_polypolish_2@@@cpsnj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	298	294	90.48	39.93	268	WP_015684602.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_6378_polypolish@@@s26_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	285	285	93.33	39.36	282	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63790_polypolish@@@s28_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	291	302	81.46	40.78	255	WP_071766622.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63797_polypolish@@@cpsnj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	274	289	87.89	38.64	264	WP_071766402.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_63800_polypolish@@@cpsnj15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	254	293	75.09	53.39	221	WP_219860713.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_63810_polypolish@@@cpsnj14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	295	326	86.50	45.42	284	WP_063842268.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_63820_polypolish@@@s9_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	252	293	73.38	52.09	215	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63834_polypolish@@@snj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	236	307	77.52	30.89	246	WP_007683232.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_63860_polypolish@@@cpsnj03_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	146	152	96.05	41.10	146	WP_013263788.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_63865_polypolish@@@snj10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	295	285	96.14	42.11	285	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_6386_polypolish@@@cpsnj19_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_d2.fasta_1	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	273	276	96.74	37.00	273	WP_163170629.1	class D beta-lactamase	NF012161.0	class D beta-lactamase
tmp_contig_63880_polypolish@@@snj08_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_1.fasta_1	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	152	165	87.88	68.28	145	WP_063840260.1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
tmp_contig_63884@@@s15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	148	152	96.05	58.22	146	WP_013263788.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_63884_polypolish_2@@@cpsnj01_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	296	302	94.04	31.99	297	WP_063842702.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_63887_polypolish@@@cpsnj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_d2.fasta_1	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	270	289	82.70	50.00	250	WP_075071939.1	class D beta-lactamase	NF012161.0	class D beta-lactamase
tmp_contig_63891_polypolish@@@snj11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	283	293	88.40	66.80	259	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63892_polypolish@@@snj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	321	319	95.92	52.75	309	WP_063842272.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_63893_polypolish@@@snj01_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	163	318	48.11	56.86	153	WP_122630832.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_63898_polypolish@@@snj20_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	293	285	92.63	44.69	273	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_6390_polypolish@@@cpsnj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_d2.fasta_1	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	275	289	83.74	52.59	251	WP_075071939.1	class D beta-lactamase	NF012161.0	class D beta-lactamase
tmp_contig_63920_polypolish@@@cpsnj08_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	253	301	80.07	36.51	241	WP_032494759.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_63922_polypolish@@@snj20_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	149	152	96.05	54.11	146	WP_013263788.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_63938_polypolish@@@snj11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	285	293	88.74	70.38	260	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63962_polypolish@@@snj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	293	293	87.03	48.24	255	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63970_polypolish@@@snj10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	206	285	61.75	43.78	185	WP_063864745.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_63974_polypolish@@@cpsnj14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	287	293	95.56	41.07	280	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63977@@@s14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	277	293	97.61	50.52	289	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_63986_polypolish@@@snj19_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	288	302	81.46	41.34	254	WP_071766622.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_6399_polypolish@@@cpsnj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	289	99.65	59.72	288	WP_041884311.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_6399_polypolish@@@s11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	148	152	94.74	57.64	144	WP_013263788.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
