genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
sample13_SemiBin_65.fa,85.82019763610904,NA,NA,NA,NA,NA,2081_1,NA,NA,3,98.37,97.90,NA,NA
snj14_SemiBin_9.fa,93.91892315386428,NA,NA,NA,NA,NA,2082_1,NA,NA,7,99.03,96.75,NA,NA
cpsnj04_SemiBin_278.fa,58.66201420185908,NA,NA,NA,NA,NA,2083_1,NA,NA,2,96.69,96.69,NA,NA
sample22_SemiBin_126.fa,87.22701111348312,NA,NA,NA,NA,NA,2084_1,NA,NA,4,97.69,96.40,NA,NA
sample18_SemiBin_47.fa,94.92178999219676,NA,NA,NA,NA,NA,2085_1,NA,NA,5,97.79,95.99,NA,NA
cpsnj02_SemiBin_35.fa,69.0338549390958,NA,NA,NA,NA,NA,2085_2,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_209.fa,63.28716151171143,NA,NA,NA,NA,NA,2086_1,NA,NA,2,95.13,95.13,NA,NA
sample20_SemiBin_2265.fa,6.737165067968514,NA,NA,NA,NA,NA,2087_1,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_174.fa,67.80963189475374,NA,NA,NA,NA,NA,2087_2,NA,NA,1,NA,NA,NA,NA
sample5_SemiBin_23.fa,88.80061821610919,NA,NA,NA,NA,NA,2088_1,NA,NA,13,98.52,95.69,NA,NA
cpsnj15_SemiBin_22.fa,73.09403649450782,NA,NA,NA,NA,NA,2088_2,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_224.fa,43.67228359845138,NA,NA,NA,NA,NA,2089_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_186.fa,58.680519234642986,NA,NA,NA,NA,NA,2090_1,NA,NA,1,NA,NA,NA,NA
snj10_SemiBin_118.fa,60.96877012546409,NA,NA,NA,NA,NA,2090_2,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_136.fa,68.84990490573759,NA,NA,NA,NA,NA,2090_3,NA,NA,2,95.28,95.28,NA,NA
sample1_SemiBin_222.fa,39.37884633920789,NA,NA,NA,NA,NA,2090_4,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_63.fa,63.7250231458019,NA,NA,NA,NA,NA,2090_5,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_149.fa,53.44672464488984,NA,NA,NA,NA,NA,2090_6,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_305.fa,45.17056973158475,NA,NA,NA,NA,NA,2090_7,NA,NA,1,NA,NA,NA,NA
sample11_SemiBin_73.fa,45.87373089400311,NA,NA,NA,NA,NA,2090_8,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_65.fa,49.30290863301335,NA,NA,NA,NA,NA,2090_9,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_214.fa,93.25344045112654,NA,NA,NA,NA,NA,2091_1,NA,NA,5,98.53,97.67,NA,NA
sample13_SemiBin_1592.fa,32.117925047626954,NA,NA,NA,NA,NA,2091_2,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_11.fa,96.26463290787176,NA,NA,NA,NA,NA,2092_1,NA,NA,11,98.79,96.53,NA,NA
snj08_SemiBin_274.fa,32.16644269686706,NA,NA,NA,NA,NA,2092_2,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_205.fa,27.09771086634126,NA,NA,NA,NA,NA,2093_0,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_197.fa,53.10885786984858,NA,NA,NA,NA,NA,2094_0,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_20.fa,74.82966199415361,NA,NA,NA,NA,NA,2095_0,NA,NA,1,NA,NA,NA,NA
snj02_SemiBin_24.fa,60.0618249164285,NA,NA,NA,NA,NA,2096_1,NA,NA,2,97.07,97.07,NA,NA
cpsnj02_SemiBin_1.fa,98.69956953948927,NA,NA,NA,NA,NA,2097_1,NA,NA,3,96.92,96.90,NA,NA
cpsnj03_SemiBin_237.fa,47.25972087229751,NA,NA,NA,NA,NA,2097_2,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_84.fa,33.788022859557216,NA,NA,NA,NA,NA,2097_3,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_275.fa,18.92874231469729,NA,NA,NA,NA,NA,2097_4,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_1817.fa,21.66478769808741,NA,NA,NA,NA,NA,2098_1,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_66.fa,36.18319279847697,NA,NA,NA,NA,NA,2098_2,NA,NA,1,NA,NA,NA,NA
sample28_SemiBin_16.fa,64.15085010262707,NA,NA,NA,NA,NA,2098_3,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_274.fa,79.57007618079372,NA,NA,NA,NA,NA,2099_0,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_21.fa,43.05820395239969,NA,NA,NA,NA,NA,2100_0,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_143.fa,19.15909482513449,NA,NA,NA,NA,NA,2101_0,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_33.fa,63.899566838833984,NA,NA,NA,NA,NA,2102_1,NA,NA,3,96.56,96.11,NA,NA
cpsnj16_SemiBin_35.fa,68.27628128432588,NA,NA,NA,NA,NA,2102_2,NA,NA,2,96.12,96.12,NA,NA
snj15_SemiBin_34.fa,56.17952163377541,NA,NA,NA,NA,NA,2102_3,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_121.fa,51.57126479808096,NA,NA,NA,NA,NA,2103_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_240.fa,69.53043731614483,NA,NA,NA,NA,NA,2104_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_3.fa,97.37900056742927,NA,NA,NA,NA,NA,2105_0,NA,NA,1,NA,NA,NA,NA
sample5_SemiBin_195.fa,38.87259361401108,NA,NA,NA,NA,NA,2106_1,NA,NA,2,95.09,95.09,NA,NA
sample29_SemiBin_222.fa,65.69231019858671,NA,NA,NA,NA,NA,2107_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_81.fa,51.05929981754768,NA,NA,NA,NA,NA,2108_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_5.fa,92.41233140959513,NA,NA,NA,NA,NA,2109_0,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_104.fa,44.682416666966674,NA,NA,NA,NA,NA,2110_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_163.fa,65.55962917295379,NA,NA,NA,NA,NA,2111_0,NA,NA,1,NA,NA,NA,NA
cpsnj08_SemiBin_73.fa,39.95153861892936,NA,NA,NA,NA,NA,2112_0,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_270.fa,33.47181079909696,NA,NA,NA,NA,NA,2113_0,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_77.fa,34.85966626932477,NA,NA,NA,NA,NA,2114_1,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_100.fa,43.31892697932888,NA,NA,NA,NA,NA,2114_2,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_1855.fa,8.749889026042663,NA,NA,NA,NA,NA,2115_0,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_23.fa,52.50467611222638,NA,NA,NA,NA,NA,2116_0,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_101.fa,45.37430047234444,NA,NA,NA,NA,NA,2117_0,NA,NA,1,NA,NA,NA,NA
snj16_SemiBin_0.fa,98.16250816601692,NA,NA,NA,NA,NA,2118_1,NA,NA,7,98.24,96.09,NA,NA
sample20_SemiBin_159.fa,32.8893793171451,NA,NA,NA,NA,NA,2118_2,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_126.fa,50.42232377605919,NA,NA,NA,NA,NA,2119_0,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_462.fa,43.224558046311,NA,NA,NA,NA,NA,2120_0,NA,NA,1,NA,NA,NA,NA
sample30_SemiBin_1140.fa,19.031685904473115,NA,NA,NA,NA,NA,2121_0,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_169.fa,63.174499987427296,NA,NA,NA,NA,NA,2122_1,NA,NA,3,95.63,95.14,NA,NA
snj13_SemiBin_70.fa,90.32788819579696,NA,NA,NA,NA,NA,2122_2,NA,NA,1,NA,NA,NA,NA
cpsnj08_SemiBin_15.fa,53.818480657145926,NA,NA,NA,NA,NA,2123_1,NA,NA,2,96.04,96.04,NA,NA
sample2_SemiBin_47.fa,49.4663129397192,NA,NA,NA,NA,NA,2123_2,NA,NA,1,NA,NA,NA,NA
sample24_SemiBin_53.fa,71.15836467227591,NA,NA,NA,NA,NA,2123_3,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_177.fa,54.184078971924926,NA,NA,NA,NA,NA,2123_4,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_223.fa,45.08791652117236,NA,NA,NA,NA,NA,2123_5,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_4.fa,85.8343010971302,NA,NA,NA,NA,NA,2123_6,NA,NA,2,96.28,96.28,NA,NA
cpsnj11_SemiBin_221.fa,61.14277498298135,NA,NA,NA,NA,NA,2123_7,NA,NA,2,95.23,95.23,NA,NA
sample30_SemiBin_56.fa,60.010820173160496,NA,NA,NA,NA,NA,2123_8,NA,NA,1,NA,NA,NA,NA
sample5_SemiBin_178.fa,49.83541463679149,NA,NA,NA,NA,NA,2123_9,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_135.fa,60.78711516361697,NA,NA,NA,NA,NA,2123_10,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_194.fa,57.4412014742592,NA,NA,NA,NA,NA,2123_11,NA,NA,1,NA,NA,NA,NA
cpsnj15_SemiBin_103.fa,35.56589870878206,NA,NA,NA,NA,NA,2123_12,NA,NA,1,NA,NA,NA,NA
snj15_SemiBin_119.fa,29.36233572124359,NA,NA,NA,NA,NA,2123_13,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_126.fa,46.649251149495,NA,NA,NA,NA,NA,2123_14,NA,NA,1,NA,NA,NA,NA
snj02_SemiBin_32.fa,56.88856837651531,NA,NA,NA,NA,NA,2124_0,NA,NA,1,NA,NA,NA,NA
sample3_SemiBin_194.fa,39.91768991778533,NA,NA,NA,NA,NA,2125_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_207.fa,43.67675013379594,NA,NA,NA,NA,NA,2126_0,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_84.fa,63.80181622757826,NA,NA,NA,NA,NA,2127_1,NA,NA,2,96.36,96.36,NA,NA
sample12_SemiBin_12.fa,89.36055512875733,NA,NA,NA,NA,NA,2128_1,NA,NA,4,98.86,98.47,NA,NA
sample3_SemiBin_0.fa,101.64940955651184,NA,NA,NA,NA,NA,2129_1,NA,NA,11,99.71,97.43,NA,NA
sample17_SemiBin_1562.fa,10.431716774714989,NA,NA,NA,NA,NA,2129_2,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_0.fa,96.79676001643251,NA,NA,NA,NA,NA,2130_0,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_90.fa,24.043487458421275,NA,NA,NA,NA,NA,2131_1,NA,NA,1,NA,NA,NA,NA
snj15_SemiBin_33.fa,42.12036246891297,NA,NA,NA,NA,NA,2131_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_0.fa,98.23954789678378,NA,NA,NA,NA,NA,2132_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_242.fa,62.35484044124146,NA,NA,NA,NA,NA,2133_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_83.fa,61.68135271349309,NA,NA,NA,NA,NA,2134_0,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_37.fa,72.03801676294735,NA,NA,NA,NA,NA,2135_1,NA,NA,2,96.01,96.01,NA,NA
sample13_SemiBin_131.fa,53.9970150678874,NA,NA,NA,NA,NA,2136_0,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_25.fa,91.06008992834542,NA,NA,NA,NA,NA,2137_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_75.fa,58.65331355001593,NA,NA,NA,NA,NA,2138_0,NA,NA,1,NA,NA,NA,NA
sample5_SemiBin_15.fa,91.32128753773782,NA,NA,NA,NA,NA,2139_1,NA,NA,2,98.76,98.76,NA,NA
sample21_SemiBin_44.fa,65.03388419707582,NA,NA,NA,NA,NA,2140_1,NA,NA,2,96.08,96.08,NA,NA
sample16_SemiBin_89.fa,32.54108358566969,NA,NA,NA,NA,NA,2140_2,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_65.fa,66.08350381519206,NA,NA,NA,NA,NA,2141_0,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_69.fa,59.86449432421647,NA,NA,NA,NA,NA,2142_0,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_67.fa,75.2966424552178,NA,NA,NA,NA,NA,2143_0,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_118.fa,50.39477006261189,NA,NA,NA,NA,NA,2144_0,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_106.fa,48.633933168184335,NA,NA,NA,NA,NA,2145_0,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_148.fa,43.41919351403364,NA,NA,NA,NA,NA,2146_0,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_3.fa,80.95366216225324,NA,NA,NA,NA,NA,2147_1,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_47.fa,43.595463597357394,NA,NA,NA,NA,NA,2147_2,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_34.fa,62.198306386333805,NA,NA,NA,NA,NA,2148_0,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_0.fa,93.14252402143586,NA,NA,NA,NA,NA,2149_0,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_106.fa,82.58730257424219,NA,NA,NA,NA,NA,2150_1,NA,NA,3,98.50,98.13,NA,NA
snj20_SemiBin_25.fa,94.70941569108706,NA,NA,NA,NA,NA,2151_1,NA,NA,6,98.70,97.41,NA,NA
snj11_SemiBin_103.fa,57.94694511438394,NA,NA,NA,NA,NA,2152_1,NA,NA,2,95.96,95.96,NA,NA
cpsnj19_SemiBin_0.fa,100.63719184614256,NA,NA,NA,NA,NA,2153_1,NA,NA,20,99.12,95.01,NA,NA
sample14_SemiBin_114.fa,27.14785143536008,NA,NA,NA,NA,NA,2153_2,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_656.fa,32.86584424078821,NA,NA,NA,NA,NA,2153_3,NA,NA,1,NA,NA,NA,NA
snj10_SemiBin_59.fa,93.43484340397244,NA,NA,NA,NA,NA,2154_1,NA,NA,8,99.00,96.84,NA,NA
snj15_SemiBin_1046.fa,23.63432023959941,NA,NA,NA,NA,NA,2155_0,NA,NA,1,NA,NA,NA,NA
sample8_SemiBin_33.fa,86.35873800348244,NA,NA,NA,NA,NA,2156_1,NA,NA,4,99.17,98.91,NA,NA
cpsnj13_SemiBin_2.fa,102.330971627844,NA,NA,NA,NA,NA,2157_1,NA,NA,9,99.27,97.97,NA,NA
snj09_SemiBin_5.fa,98.70501800819402,NA,NA,NA,NA,NA,2158_1,NA,NA,3,99.00,98.84,NA,NA
sample21_SemiBin_41.fa,77.34386089971909,NA,NA,NA,NA,NA,2159_0,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_5.fa,76.75856092845613,NA,NA,NA,NA,NA,2160_0,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_16.fa,93.89330330123016,NA,NA,NA,NA,NA,2161_1,NA,NA,2,99.06,99.06,NA,NA
cpsnj13_SemiBin_0.fa,101.9098273901943,NA,NA,NA,NA,NA,2162_1,NA,NA,4,99.02,98.55,NA,NA
sample30_SemiBin_14.fa,69.93176614103817,NA,NA,NA,NA,NA,2162_2,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_121.fa,63.14013759710443,NA,NA,NA,NA,NA,2163_1,NA,NA,4,95.60,94.92,NA,NA
sample22_SemiBin_279.fa,23.463478167732703,NA,NA,NA,NA,NA,2163_2,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_3.fa,94.2315545961776,NA,NA,NA,NA,NA,2164_1,NA,NA,14,97.09,95.26,NA,NA
cpsnj15_SemiBin_11.fa,73.30268884488842,NA,NA,NA,NA,NA,2164_2,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_45.fa,48.5703781811742,NA,NA,NA,NA,NA,2164_3,NA,NA,1,NA,NA,NA,NA
snj10_SemiBin_52.fa,39.25121200636983,NA,NA,NA,NA,NA,2164_4,NA,NA,1,NA,NA,NA,NA
snj15_SemiBin_45.fa,42.48791011456756,NA,NA,NA,NA,NA,2164_5,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_47.fa,45.41509636774822,NA,NA,NA,NA,NA,2164_6,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_68.fa,49.19473875854664,NA,NA,NA,NA,NA,2164_7,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_93.fa,31.89420287008788,NA,NA,NA,NA,NA,2164_8,NA,NA,1,NA,NA,NA,NA
cpsnj01_SemiBin_26.fa,71.50531624792784,NA,NA,NA,NA,NA,2164_9,NA,NA,1,NA,NA,NA,NA
snj08_SemiBin_192.fa,51.26492349975067,NA,NA,NA,NA,NA,2165_0,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_54.fa,91.13246856890852,NA,NA,NA,NA,NA,2166_1,NA,NA,5,99.11,97.71,NA,NA
sample20_SemiBin_156.fa,85.10764577459501,NA,NA,NA,NA,NA,2167_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_1.fa,97.79478003522428,NA,NA,NA,NA,NA,2168_1,NA,NA,4,97.84,97.65,NA,NA
sample6_SemiBin_121.fa,67.96353175368941,NA,NA,NA,NA,NA,2169_1,NA,NA,4,98.19,96.80,NA,NA
sample10_SemiBin_13.fa,90.90271554512104,NA,NA,NA,NA,NA,2170_1,NA,NA,12,98.69,96.93,NA,NA
sample27_SemiBin_131.fa,40.703552399182406,NA,NA,NA,NA,NA,2170_2,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_219.fa,46.24327626684755,NA,NA,NA,NA,NA,2170_3,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_158.fa,56.2286726808974,NA,NA,NA,NA,NA,2171_1,NA,NA,3,97.76,95.34,NA,NA
sample29_SemiBin_10.fa,93.86135614732368,NA,NA,NA,NA,NA,2171_2,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_226.fa,52.883791176661816,NA,NA,NA,NA,NA,2172_0,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_4.fa,91.10645334431344,NA,NA,NA,NA,NA,2173_1,NA,NA,16,98.92,97.81,NA,NA
sample20_SemiBin_123.fa,73.64957984275964,NA,NA,NA,NA,NA,2174_1,NA,NA,2,97.39,97.39,NA,NA
sample29_SemiBin_173.fa,75.59279995842185,NA,NA,NA,NA,NA,2175_0,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_23.fa,72.52247108161059,NA,NA,NA,NA,NA,2176_1,NA,NA,6,97.87,97.39,NA,NA
sample27_SemiBin_161.fa,40.24780840589718,NA,NA,NA,NA,NA,2176_2,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_287.fa,49.437836198587945,NA,NA,NA,NA,NA,2177_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_129.fa,45.9084575833218,NA,NA,NA,NA,NA,2178_1,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_1528.fa,28.256644602234488,NA,NA,NA,NA,NA,2178_2,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_21.fa,69.94736382985174,NA,NA,NA,NA,NA,2179_1,NA,NA,2,96.16,96.16,NA,NA
cpsnj04_SemiBin_250.fa,47.58509936591231,NA,NA,NA,NA,NA,2179_2,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_23.fa,69.8995499373432,NA,NA,NA,NA,NA,2180_1,NA,NA,3,96.23,95.83,NA,NA
sample30_SemiBin_13.fa,34.79577908878205,NA,NA,NA,NA,NA,2180_2,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_167.fa,39.31837995102859,NA,NA,NA,NA,NA,2180_3,NA,NA,1,NA,NA,NA,NA
sample2_SemiBin_29.fa,60.0523460212678,NA,NA,NA,NA,NA,2180_4,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_150.fa,40.6634840257562,NA,NA,NA,NA,NA,2180_5,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_70.fa,61.44940513331768,NA,NA,NA,NA,NA,2180_6,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_11.fa,78.96404141314316,NA,NA,NA,NA,NA,2181_1,NA,NA,3,97.31,97.07,NA,NA
snj13_SemiBin_89.fa,43.6171617486843,NA,NA,NA,NA,NA,2181_2,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_28.fa,53.83930835012883,NA,NA,NA,NA,NA,2181_3,NA,NA,1,NA,NA,NA,NA
snj15_SemiBin_699.fa,29.667125315387853,NA,NA,NA,NA,NA,2181_4,NA,NA,1,NA,NA,NA,NA
snj08_SemiBin_1726.fa,14.086797279242456,NA,NA,NA,NA,NA,2182_1,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_173.fa,30.889710813008268,NA,NA,NA,NA,NA,2182_2,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_180.fa,44.63574120331383,NA,NA,NA,NA,NA,2183_0,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_141.fa,44.88928001455491,NA,NA,NA,NA,NA,2184_0,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_34.fa,74.86083827861624,NA,NA,NA,NA,NA,2185_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_95.fa,67.32467452759425,NA,NA,NA,NA,NA,2186_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_150.fa,32.03007839603193,NA,NA,NA,NA,NA,2187_0,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_150.fa,50.44445929146448,NA,NA,NA,NA,NA,2188_0,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_55.fa,73.12053951439225,NA,NA,NA,NA,NA,2189_1,NA,NA,2,98.04,98.04,NA,NA
sample18_SemiBin_256.fa,51.87337763848351,NA,NA,NA,NA,NA,2190_0,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_94.fa,44.93005728328963,NA,NA,NA,NA,NA,2191_0,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_176.fa,54.67173777734202,NA,NA,NA,NA,NA,2192_0,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_126.fa,50.30053819691108,NA,NA,NA,NA,NA,2193_0,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_80.fa,76.96404425017883,NA,NA,NA,NA,NA,2194_1,NA,NA,4,98.94,98.85,NA,NA
sample1_SemiBin_1058.fa,15.708376640024827,NA,NA,NA,NA,NA,2194_2,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_565.fa,35.369690865306715,NA,NA,NA,NA,NA,2194_3,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_388.fa,8.01525423369294,NA,NA,NA,NA,NA,2194_4,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_99.fa,62.0039213512252,NA,NA,NA,NA,NA,2195_1,NA,NA,2,95.85,95.85,NA,NA
cpsnj09_SemiBin_161.fa,62.3427040674901,NA,NA,NA,NA,NA,2195_2,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_25.fa,58.147968803414486,NA,NA,NA,NA,NA,2196_1,NA,NA,2,96.39,96.39,NA,NA
sample23_SemiBin_71.fa,27.84525367872106,NA,NA,NA,NA,NA,2196_2,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_124.fa,46.6617742060741,NA,NA,NA,NA,NA,2196_3,NA,NA,1,NA,NA,NA,NA
sample2_SemiBin_30.fa,31.33723117439774,NA,NA,NA,NA,NA,2196_4,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_153.fa,42.83341497617022,NA,NA,NA,NA,NA,2196_5,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_1630.fa,24.48342848097626,NA,NA,NA,NA,NA,2197_0,NA,NA,1,NA,NA,NA,NA
snj08_SemiBin_149.fa,63.88404600290575,NA,NA,NA,NA,NA,2198_0,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_66.fa,67.77491909966038,NA,NA,NA,NA,NA,2199_1,NA,NA,2,97.80,97.80,NA,NA
snj14_SemiBin_60.fa,75.21273769687495,NA,NA,NA,NA,NA,2199_2,NA,NA,1,NA,NA,NA,NA
sample3_SemiBin_319.fa,42.33213312022856,NA,NA,NA,NA,NA,2199_3,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_15.fa,63.46494490746264,NA,NA,NA,NA,NA,2199_4,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_7.fa,65.95998113604263,NA,NA,NA,NA,NA,2199_5,NA,NA,2,95.42,95.42,NA,NA
sample25_SemiBin_107.fa,46.081078411315005,NA,NA,NA,NA,NA,2199_6,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_1442.fa,14.550643204321831,NA,NA,NA,NA,NA,2199_7,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_556.fa,46.371964205700095,NA,NA,NA,NA,NA,2200_0,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_101.fa,42.70611140756221,NA,NA,NA,NA,NA,2201_0,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_267.fa,54.20919138163854,NA,NA,NA,NA,NA,2202_0,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_16.fa,87.77368168542488,NA,NA,NA,NA,NA,2203_1,NA,NA,9,99.46,98.74,NA,NA
cpsnj09_SemiBin_167.fa,51.87539803692837,NA,NA,NA,NA,NA,2204_1,NA,NA,2,95.42,95.42,NA,NA
snj19_SemiBin_29.fa,83.2646470144629,NA,NA,NA,NA,NA,2205_1,NA,NA,6,98.68,97.28,NA,NA
sample20_SemiBin_190.fa,17.098794219510545,NA,NA,NA,NA,NA,2205_2,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_494.fa,7.123536116811619,NA,NA,NA,NA,NA,2206_0,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_680.fa,17.626463291030802,NA,NA,NA,NA,NA,2207_0,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_41.fa,60.67086742667297,NA,NA,NA,NA,NA,2208_1,NA,NA,2,98.78,98.78,NA,NA
sample7_SemiBin_3.fa,78.57163249857453,NA,NA,NA,NA,NA,2209_1,NA,NA,8,99.93,98.39,NA,NA
cpsnj10_SemiBin_2.fa,80.73411065880188,NA,NA,NA,NA,NA,2210_1,NA,NA,2,98.83,98.83,NA,NA
cpsnj04_SemiBin_36.fa,64.82831653599659,NA,NA,NA,NA,NA,2211_1,NA,NA,9,99.34,97.07,NA,NA
snj19_SemiBin_130.fa,49.89650444259016,NA,NA,NA,NA,NA,2212_0,NA,NA,1,NA,NA,NA,NA
cpsnj08_SemiBin_101.fa,80.64000783924159,NA,NA,NA,NA,NA,2213_1,NA,NA,4,98.55,97.90,NA,NA
sample20_SemiBin_51.fa,74.85723329695867,NA,NA,NA,NA,NA,2214_1,NA,NA,3,96.35,96.30,NA,NA
